course_id	part_number	chapter_id	chapter_number	chapter_name	chapter_title	chapter_description	chapter_url
6179306	3	6520696	3	resume-du-cours	Résumé du cours		https://openclassrooms.com/fr/courses/6179306-securisez-vos-applications-web-avec-lowasp/6520696-resume-du-cours
6398056	1	6904179	1	tirez-le-maximum-de-ce-cours	Tirez le maximum de ce cours		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6904179-tirez-le-maximum-de-ce-cours
6398056	1	6904236	2	ecrivez-du-code-autodocumente	Écrivez du code autodocumenté		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6904236-ecrivez-du-code-autodocumente
6398056	1	6904509	3	ecrivez-la-documentation-de-votre-projet	Écrivez la documentation de votre projet		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6904509-ecrivez-la-documentation-de-votre-projet
6398056	1	6904674	4	publiez-votre-documentation-en-ligne	Publiez votre documentation en ligne		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6904674-publiez-votre-documentation-en-ligne
6398056	1	6904822	5	ecrivez-la-documentation-de-votre-api	Écrivez la documentation de votre API		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6904822-ecrivez-la-documentation-de-votre-api
6398056	2	6905461	1	identifiez-lobjectif-de-votre-documentation-technique	Identifiez l'objectif de votre documentation technique		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6905461-identifiez-lobjectif-de-votre-documentation-technique
6398056	2	6905462	2	creez-une-documentation-pour-les-parties-prenantes	Créez une documentation pour les parties prenantes		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6905462-creez-une-documentation-pour-les-parties-prenantes
6398056	2	6905353	3	representez-votre-documentation-avec-les-bonnes-pratiques	Représentez votre documentation avec les bonnes pratiques		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6905353-representez-votre-documentation-avec-les-bonnes-pratiques
6398056	2	6905456	4	formalisez-vos-conceptions-a-laide-doutils-standard	Formalisez vos conceptions à l'aide d'outils standard		https://openclassrooms.com/fr/courses/6398056-ecrivez-la-documentation-technique-de-votre-projet/6905456-formalisez-vos-conceptions-a-laide-doutils-standard
3504461	1	4270561	1	pourquoi-ecrire-des-tests	Pourquoi écrire des tests ?		https://openclassrooms.com/fr/courses/3504461-testez-linterface-de-votre-site/4270561-pourquoi-ecrire-des-tests
3504461	1	4270566	2	apprenez-le-behavior-driven-development-bdd	Apprenez le behavior driven development (BDD)		https://openclassrooms.com/fr/courses/3504461-testez-linterface-de-votre-site/4270566-apprenez-le-behavior-driven-development-bdd
3504461	1	4270571	3	apprenez-le-test-driven-development-tdd	Apprenez le test driven development (TDD)		https://openclassrooms.com/fr/courses/3504461-testez-linterface-de-votre-site/4270571-apprenez-le-test-driven-development-tdd
3504461	2	4270581	1	definissez-des-suites-et-des-specifications	Définissez des suites et des spécifications		https://openclassrooms.com/fr/courses/3504461-testez-linterface-de-votre-site/4270581-definissez-des-suites-et-des-specifications
3504461	2	4270591	2	gerez-des-resultats-attendus	Gérez des résultats attendus		https://openclassrooms.com/fr/courses/3504461-testez-linterface-de-votre-site/4270591-gerez-des-resultats-attendus
3504461	2	4270601	3	preparez-et-lancez-des-tests	Préparez et lancez des tests		https://openclassrooms.com/fr/courses/3504461-testez-linterface-de-votre-site/4270601-preparez-et-lancez-des-tests
3504461	2	6777561	4	entrainez-vous-a-creer-un-magasin-de-bonbons	Entraînez-vous à créer un magasin de bonbons		https://openclassrooms.com/fr/courses/3504461-testez-linterface-de-votre-site/6777561-entrainez-vous-a-creer-un-magasin-de-bonbons
5511091	1	5879596	1	initiez-vous-a-la-philosophie-de-redux	Initiez-vous à la philosophie de Redux		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5879596-initiez-vous-a-la-philosophie-de-redux
5511091	1	5879746	2	react-sans-redux-jusquou-pouvez-vous-aller	React sans Redux : jusqu'où pouvez-vous aller ?		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5879746-react-sans-redux-jusquou-pouvez-vous-aller
5511091	2	5879841	1	revisez-les-bases-de-react	Révisez les bases de React		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5879841-revisez-les-bases-de-react
5511091	2	5880311	2	developpez-la-partie-logique-sans-redux-puis-avec-redux	Développez la partie logique sans Redux..		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5880311-developpez-la-partie-logique-sans-redux-puis-avec-redux
5511091	2	5880601	3	comparez-larchitecture-des-projets-avec-et-sans-redux	Comparez l'architecture des projets avec et sans Redux		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5880601-comparez-larchitecture-des-projets-avec-et-sans-redux
5511091	3	5880696	1	reprenez-les-concepts-cles-de-redux	Reprenez les concepts clés de Redux		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5880696-reprenez-les-concepts-cles-de-redux
5511091	3	5880731	2	definissez-les-actions-avec-redux	Définissez les actions avec Redux		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5880731-definissez-les-actions-avec-redux
5511091	3	5880761	3	appelez-les-actions-dans-les-reducers	Appelez les actions dans les reducers		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5880761-appelez-les-actions-dans-les-reducers
5511091	3	5922911	4	mettez-a-jour-lui-en-liant-react-et-redux	Mettez à jour l'UI en liant React et Redux !		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5922911-mettez-a-jour-lui-en-liant-react-et-redux
5511091	3	5923436	5	gerez-le-data-flow-avec-redux	Gérez le data flow avec Redux		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5923436-gerez-le-data-flow-avec-redux
5511091	4	5923506	1	hierarchisez-vos-components	Hiérarchisez vos components		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5923506-hierarchisez-vos-components
5511091	4	5923536	2	testez-les-components-avec-des-tests-unitaires	Testez les components avec des tests unitaires		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5923536-testez-les-components-avec-des-tests-unitaires
5511091	4	5923556	3	structurez-avec-des-design-patterns	Structurez avec des design patterns		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5923556-structurez-avec-des-design-patterns
5511091	5	5937566	1	abordez-lapi-sereinement	Abordez l'API sereinement		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5937566-abordez-lapi-sereinement
5511091	5	5937661	2	connectez-votre-projet-a-une-api	Connectez votre projet à une API		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5937661-connectez-votre-projet-a-une-api
5511091	5	5937691	3	faites-des-appels-api-avec-fetch	Faites des appels API avec fetch()		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5937691-faites-des-appels-api-avec-fetch
5511091	5	5937756	4	allez-plus-loin-avec-quelques-ressources-annexes	Allez plus loin avec quelques ressources annexes		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/5937756-allez-plus-loin-avec-quelques-ressources-annexes
5511091	5	6769051	5	entrainez-vous-a-creer-votre-to-do-list	Entraînez-vous à créer votre to-do list		https://openclassrooms.com/fr/courses/5511091-organisez-votre-application-avec-la-logique-redux/6769051-entrainez-vous-a-creer-votre-to-do-list
4425126	1	4434876	1	tirez-parti-de-ce-cours	Tirez parti de ce cours		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4434876-tirez-parti-de-ce-cours
4425126	1	4434934	2	decouvrez-les-tests	Découvrez les tests		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4434934-decouvrez-les-tests
4425126	2	4435045	1	decelez-les-elements-a-tester	Décelez les éléments à tester		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435045-decelez-les-elements-a-tester
4425126	2	4435081	2	codez-votre-premier-test	Codez votre premier test		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435081-codez-votre-premier-test
4425126	2	4435144	3	ajoutez-des-tests-avec-pytest	Ajoutez des tests avec Pytest		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435144-ajoutez-des-tests-avec-pytest
4425126	2	4435169	4	organisez-vos-tests-en-classes	Organisez vos tests en classes		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435169-organisez-vos-tests-en-classes
4425126	2	4435224	5	utilisez-des-mocks	Utilisez des mocks		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435224-utilisez-des-mocks
4425126	2	4435316	6	finalisez-les-tests-et-ameliorez-votre-couverture-de-tests	Finalisez les tests et améliorez votre couverture de tests		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435316-finalisez-les-tests-et-ameliorez-votre-couverture-de-tests
4425126	3	4435374	1	decouvrez-le-test-driven-development	Découvrez le Test-Driven Development		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435374-decouvrez-le-test-driven-development
4425126	3	4435400	2	ajoutez-une-fonctionnalite-en-tdd-red-green	🔴 ✅ Ajoutez une fonctionnalité en TDD : red / green		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435400-ajoutez-une-fonctionnalite-en-tdd-red-green
4425126	3	4435414	3	ajoutez-une-fonctionnalite-en-tdd-refactorez	🛠 Ajoutez une fonctionnalité en TDD : refactorez !		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435414-ajoutez-une-fonctionnalite-en-tdd-refactorez
4425126	3	4435435	4	allez-plus-loin	Allez plus loin		https://openclassrooms.com/fr/courses/4425126-testez-votre-projet-avec-python/4435435-allez-plus-loin
6810956	1	6881176	1	tirez-le-maximum-de-ce-cours	Tirez le maximum de ce cours		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6881176-tirez-le-maximum-de-ce-cours
6810956	1	6926857	2	decouvrez-les-bonnes-pratiques-de-programmation-avec-les-principes-solid	Découvrez les bonnes pratiques de programmation avec les principes SOLID		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926857-decouvrez-les-bonnes-pratiques-de-programmation-avec-les-principes-solid
6810956	1	6926868	3	structurez-une-application-conforme-aux-principes-solid-avec-larchitecture-mvc	Structurez une application conforme aux principes SOLID avec l'architecture MVC		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926868-structurez-une-application-conforme-aux-principes-solid-avec-larchitecture-mvc
6810956	1	6926878	4	implementez-le-modele-de-votre-application	Implémentez le modèle de votre application		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926878-implementez-le-modele-de-votre-application
6810956	1	6926888	5	implementez-le-controleur-et-la-vue-de-votre-application	Implémentez le contrôleur et la vue de votre application		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926888-implementez-le-controleur-et-la-vue-de-votre-application
6810956	2	6926893	1	s-pour-single-responsibility-le-principe-de-la-responsabilite-unique	« S » pour Single Responsibility, le principe de la responsabilité unique		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926893-s-pour-single-responsibility-le-principe-de-la-responsabilite-unique
6810956	2	6926898	2	o-pour-le-principe-ouvert-ferme	« O » pour le principe ouvert/fermé		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926898-o-pour-le-principe-ouvert-ferme
6810956	2	6883355	3	l-pour-le-principe-de-substitution-de-liskov	« L » pour le principe de substitution de Liskov		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6883355-l-pour-le-principe-de-substitution-de-liskov
6810956	2	6926902	4	i-pour-interface-segregation-le-principe-de-segregation-des-interfaces	« I » pour Interface Segregation, le principe de ségrégation des interfaces		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926902-i-pour-interface-segregation-le-principe-de-segregation-des-interfaces
6810956	2	6926905	5	d-pour-dependency-inversion-le-principe-dinversion-des-dependances	« D » pour Dependency Inversion, le principe d'inversion des dépendances		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926905-d-pour-dependency-inversion-le-principe-dinversion-des-dependances
6810956	2	6883832	6	evitez-les-pratiques-stupid	Évitez les pratiques STUPID		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6883832-evitez-les-pratiques-stupid
6810956	3	6884041	1	codez-efficacement-grace-aux-design-patterns	Codez efficacement grâce aux design patterns		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6884041-codez-efficacement-grace-aux-design-patterns
6810956	3	6926911	2	creez-des-objets-avec-les-design-patterns-de-creation	Créez des objets avec les design patterns de création		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926911-creez-des-objets-avec-les-design-patterns-de-creation
6810956	3	6926916	3	organisez-vos-classes-avec-les-design-patterns-de-structure	Organisez vos classes avec les design patterns de structure		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926916-organisez-vos-classes-avec-les-design-patterns-de-structure
6810956	3	6926922	4	manipulez-les-objets-avec-les-design-patterns-de-comportement	Manipulez les objets avec les design patterns de comportement		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/6926922-manipulez-les-objets-avec-les-design-patterns-de-comportement
6810956	3	7051796	5	revoyez-ce-que-vous-avez-appris	Revoyez ce que vous avez appris		https://openclassrooms.com/fr/courses/6810956-ecrivez-du-code-java-maintenable-avec-mvc-et-solid/7051796-revoyez-ce-que-vous-avez-appris
3075566	1	3547387	1	quest-ce-que-la-pensee-informatique	Qu'est-ce que la pensée informatique ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547387-quest-ce-que-la-pensee-informatique
3075566	1	3243261	2	prenez-scratch-en-main	Prenez Scratch en main		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3243261-prenez-scratch-en-main
3075566	1	4535806	3	programmez-votre-portrait	Programmez votre portrait		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4535806-programmez-votre-portrait
3075566	1	3547389	4	partagez-votre-programme	Partagez votre programme		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547389-partagez-votre-programme
3075566	1	3547391	5	qui-a-invente-les-algorithmes	Qui a inventé les algorithmes ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547391-qui-a-invente-les-algorithmes
3075566	1	4537511	6	comprenez-les-algorithmes-avec-le-jeu-du-robot	Comprenez les algorithmes avec le jeu du robot		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4537511-comprenez-les-algorithmes-avec-le-jeu-du-robot
3075566	1	3547393	7	qui-a-invente-les-langages-informatiques	Qui a inventé les langages informatiques ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547393-qui-a-invente-les-langages-informatiques
3075566	1	4537546	8	comprenez-les-langages-en-jouant-au-robot	Comprenez les langages en jouant au robot		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4537546-comprenez-les-langages-en-jouant-au-robot
3075566	1	3547395	9	transmettez-grace-a-la-pedagogie-active	Transmettez grâce à la pédagogie active		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547395-transmettez-grace-a-la-pedagogie-active
3075566	1	6779381	10	entrainez-vous-en-codant-votre-portrait-avec-scratch	Entraînez-vous en codant votre portrait avec Scratch		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/6779381-entrainez-vous-en-codant-votre-portrait-avec-scratch
3075566	2	3547397	1	utilisez-de-nouveaux-blocs-de-programmation	Utilisez de nouveaux blocs de programmation		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547397-utilisez-de-nouveaux-blocs-de-programmation
3075566	2	3547399	2	racontez-une-histoire-interactive	Racontez une histoire interactive		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547399-racontez-une-histoire-interactive
3075566	2	4537591	3	comprenez-lalgorithmie-en-faisant-la-cuisine	Comprenez l'algorithmie en faisant la cuisine		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4537591-comprenez-lalgorithmie-en-faisant-la-cuisine
3075566	2	3547401	4	qui-a-invente-le-metier-a-tisser	Qui a inventé le métier à tisser ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547401-qui-a-invente-le-metier-a-tisser
3075566	2	3547403	5	partez-a-la-chasse-aux-bugs	Partez à la chasse aux bugs		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547403-partez-a-la-chasse-aux-bugs
3075566	2	3547405	6	transmettez-grace-a-la-pedagogie-de-l-erreur	Transmettez grâce à la pédagogie de l’erreur		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547405-transmettez-grace-a-la-pedagogie-de-l-erreur
3075566	2	6779456	7	entrainez-vous-en-codant-votre-histoire-interactive-avec-scratch	Entraînez-vous en codant votre histoire interactive avec Scratch		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/6779456-entrainez-vous-en-codant-votre-histoire-interactive-avec-scratch
3075566	3	3547408	1	creez-un-jeu-de-labyrinthe-avec-scratch	Créez un jeu de labyrinthe avec Scratch		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547408-creez-un-jeu-de-labyrinthe-avec-scratch
3075566	3	3547410	2	ameliorez-votre-jeu-grace-aux-variables	Améliorez votre jeu grâce aux variables		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547410-ameliorez-votre-jeu-grace-aux-variables
3075566	3	4537716	3	boostez-votre-jeu-avec-des-fonctions-bonus	Boostez votre jeu avec des fonctions bonus		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4537716-boostez-votre-jeu-avec-des-fonctions-bonus
3075566	3	3547412	4	comprenez-les-algorithmes-gagnants-en-jouant-au-jeu-de-nim	Comprenez les algorithmes gagnants en jouant au jeu de Nim		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547412-comprenez-les-algorithmes-gagnants-en-jouant-au-jeu-de-nim
3075566	3	3547414	5	qui-a-invente-la-machine-capable-d-executer-n-importe-quel-algorithme	Qui a inventé la machine capable d’exécuter n’importe quel algorithme ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547414-qui-a-invente-la-machine-capable-d-executer-n-importe-quel-algorithme
3075566	3	3547416	6	transmettez-grace-a-la-pedagogie-collaborative	Transmettez grâce à la pédagogie collaborative		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547416-transmettez-grace-a-la-pedagogie-collaborative
3075566	3	6779556	7	entrainez-vous-en-codant-votre-jeu-video-avec-scratch	Entraînez-vous en codant votre jeu vidéo avec Scratch		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/6779556-entrainez-vous-en-codant-votre-jeu-video-avec-scratch
3075566	4	3547419	1	optimisez-vos-programmes	Optimisez vos programmes		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547419-optimisez-vos-programmes
3075566	4	4538096	2	sortez-automatiquement-de-tous-les-labyrinthes	Sortez automatiquement de tous les labyrinthes		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4538096-sortez-automatiquement-de-tous-les-labyrinthes
3075566	4	3547421	3	tous-les-algorithmes-se-valent-ils	Tous les algorithmes se valent-ils ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547421-tous-les-algorithmes-se-valent-ils
3075566	4	4538421	4	comprenez-lalgorithme-de-la-dichotomie-avec-le-jeu-des-prenoms	Comprenez l'algorithme de la dichotomie avec le jeu des prénoms		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4538421-comprenez-lalgorithme-de-la-dichotomie-avec-le-jeu-des-prenoms
3075566	4	4538171	5	qui-a-change-le-cours-d-une-guerre-avec-un-algorithme	Qui a changé le cours d’une guerre avec un algorithme ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4538171-qui-a-change-le-cours-d-une-guerre-avec-un-algorithme
3075566	4	4538226	6	quel-est-le-probleme-du-voyageur-de-commerce	Quel est le problème du voyageur de commerce ?		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/4538226-quel-est-le-probleme-du-voyageur-de-commerce
3075566	4	3547423	7	comprenez-lexplosion-combinatoire-avec-le-jeu-de-la-ficelle	Comprenez l'explosion combinatoire avec le jeu de la ficelle		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547423-comprenez-lexplosion-combinatoire-avec-le-jeu-de-la-ficelle
3075566	4	3547425	8	transmettez-grace-a-la-conception-de-votre-sequence-pedagogique	Transmettez grâce à la conception de votre séquence pédagogique		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547425-transmettez-grace-a-la-conception-de-votre-sequence-pedagogique
3075566	4	6779661	9	entrainez-vous-en-preparant-un-atelier-d-initiation-a-la-programmation-creative	Entraînez-vous en préparant un atelier d’initiation à la programmation créative		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/6779661-entrainez-vous-en-preparant-un-atelier-d-initiation-a-la-programmation-creative
3075566	4	3547427	10	conclusion	Conclusion		https://openclassrooms.com/fr/courses/3075566-decouvrir-la-programmation-creative/3547427-conclusion
5162341	1	5162731	1	cernez-le-cadre-les-grands-principes-du-droit	Cernez le cadre : les grands principes du droit		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5162731-cernez-le-cadre-les-grands-principes-du-droit
5162341	1	5163016	2	elaborez-un-contrat	Élaborez un contrat		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5163016-elaborez-un-contrat
5162341	1	5173061	3	identifiez-les-obligations-selon-le-projet	Identifiez les obligations selon le projet		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173061-identifiez-les-obligations-selon-le-projet
5162341	1	5173071	4	etablissez-des-contrats-speciaux-conclus-pour-linternet	Établissez des contrats spéciaux conclus pour l'Internet		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173071-etablissez-des-contrats-speciaux-conclus-pour-linternet
5162341	2	5173086	1	identifiez-les-obligations-en-matiere-de-propriete-intellectuelle	Identifiez les obligations en matière de propriété intellectuelle		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173086-identifiez-les-obligations-en-matiere-de-propriete-intellectuelle
5162341	2	5173091	2	respectez-les-obligations-en-termes-de-donnees-personnelles-a-lheure-du-rgpd	Respectez les obligations en termes de données personnelles à l'heure du RGPD		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173091-respectez-les-obligations-en-termes-de-donnees-personnelles-a-lheure-du-rgpd
5162341	2	5173096	3	maitrisez-les-contraintes-des-contrats-conclus-par-internet-le-droit-du-commerce-electronique	Maîtrisez les contraintes des contrats conclus par Internet : le droit du commerce électronique		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173096-maitrisez-les-contraintes-des-contrats-conclus-par-internet-le-droit-du-commerce-electronique
5162341	2	5173101	4	apprehendez-les-regles-sectorielles-et-le-droit-de-la-distribution-en-ligne	Appréhendez les règles sectorielles et le droit de la distribution en ligne		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173101-apprehendez-les-regles-sectorielles-et-le-droit-de-la-distribution-en-ligne
5162341	2	6735791	5	entrainez-vous-a-assurez-la-conformite-dune-entreprise-au-rgpd	Entraînez-vous à assurez la conformité d'une entreprise au RGPD		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/6735791-entrainez-vous-a-assurez-la-conformite-dune-entreprise-au-rgpd
5162341	3	5173106	1	evaluez-votre-risque-de-responsabilite	Évaluez votre risque de responsabilité		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173106-evaluez-votre-risque-de-responsabilite
5162341	3	5173111	2	maitrisez-les-obligations-liees-a-la-lutte-contre-la-cybercriminalite	Maîtrisez les obligations liées à la lutte contre la cybercriminalité		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173111-maitrisez-les-obligations-liees-a-la-lutte-contre-la-cybercriminalite
5162341	3	5173116	3	assurez-la-securite-du-reseau	Assurez la sécurité du réseau		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173116-assurez-la-securite-du-reseau
5162341	3	5173121	4	apprehendez-le-droit-international-prive-du-projet	Appréhendez le droit international privé du projet		https://openclassrooms.com/fr/courses/5162341-maitrisez-les-risques-juridiques-lies-au-numerique/5173121-apprehendez-le-droit-international-prive-du-projet
2582746	1	3854341	1	quelques-rappels-sur-swift	Quelques rappels sur Swift		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854341-quelques-rappels-sur-swift
2582746	1	3854356	2	installez-votre-environnement-de-developpement-xcode	Installez votre environnement de développement XCode		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854356-installez-votre-environnement-de-developpement-xcode
2582746	1	3854361	3	retracez-lenvol-du-langage-swift	Retracez l'envol du langage Swift		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854361-retracez-lenvol-du-langage-swift
2582746	1	3854366	4	lancez-votre-premier-projet	Lancez votre premier projet		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854366-lancez-votre-premier-projet
2582746	2	3854371	1	ajoutez-des-vues-avec-les-uiview	"Ajoutez des vues avec les ""UIView"""		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854371-ajoutez-des-vues-avec-les-uiview
2582746	2	3854376	2	adaptez-votre-interface-graphique-a-plusieurs-appareils	Adaptez votre interface graphique à plusieurs appareils		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854376-adaptez-votre-interface-graphique-a-plusieurs-appareils
2582746	2	3854381	3	on-na-toujours-pas-ecrit-de-swift	On n'a toujours pas écrit de Swift !		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854381-on-na-toujours-pas-ecrit-de-swift
2582746	2	3854391	4	enrichissez-vos-interfaces-graphiques	Enrichissez vos interfaces graphiques		https://openclassrooms.com/fr/courses/2582746-developpez-votre-premiere-application-pour-ios/3854391-enrichissez-vos-interfaces-graphiques
