course_id	part_number	part_name	part_title	part_description	part_url
7723396	1		Identifiez les faiblesses et les objectifs d’attaque dans l’environnement Windows		
7723396	2		Exploitez les chemins d’attaque sur votre environnement Windows		
7723396	3		Protégez et surveillez votre environnement Windows		
1733741	1		Effectuez votre veille en cybersécurité		
1946106	1		Protégez vos réseaux privés grâce au Firewall		
1946106	2		Rentrez au cœur des règles firewalls en bloquant les bons protocoles		
1946106	3		Sécurisez une entreprise grâce au firewall pfSense		
1946106	4		Créez un lien sécurisé entre deux entreprises à l’aide d’un VPN		
1757741	1		Maîtrisez les bases de la cryptographie moderne avec la cryptographie symétrique		
1757741	2		Sécurisez vos communications avec la cryptographie asymétrique		
1757741	3		Utilisez les principaux protocoles et outils cryptographiques		
5870206	1		Identifiez le danger sur Internet ou dans un email		
5870206	2		Protégez votre vie privée et votre réputation en ligne		
5870206	3		Utilisez différents outils de sécurisation pour votre environnement numérique		
1761876	1		Sécurisez l’architecture du Système d'Information		
1761876	2		Mettez en œuvre la sécurité réseau		
1761876	3		Sécurisez votre Active Directory		
1761876	4		Sécurisez des systèmes et applications		
5162341	1		Préparez un contrat pour votre projet		
5162341	2		Réalisez votre projet dans le respect du droit		
5162341	3		Maîtrisez l'environnement juridique de votre projet		
1750566	1		Découvrez les enjeux de la surveillance du SI		
1750566	2		Identifiez les sources de données et optimisez la collecte de logs		
1750566	3		Centralisez vos alertes avec ELK Stack		
1750566	4		Identifiez des scénarios d’attaque grâce à la matrice ATT&CK		
1734211	1		Préparez votre analyse de risques SI		
1734211	2		Appréciez et traitez les risques qui pèsent sur votre SI		
1734211	3		Faites vivre votre analyse de risques		
1750151	1		Préparez votre investigation numérique		
1750151	2		Analysez un dump mémoire		
1750151	3		Analysez la copie du disque dur		
1750151	4		Analysez les fichiers malveillants		
1750151	5		Corrélez vos analyses forensic pour établir un rapport		
1734201	1		Identifiez les enjeux d'une politique de sécurité pour votre entreprise		
1734201	2		Rédigez la PSSI de votre entreprise		
1734201	3		Implémentez durablement la PSSI au sein de votre entreprise		
1761931	1		Découvrez les principes de sécurité des applications		
1761931	2		Gérez les identités de vos utilisateurs		
1761931	3		Manipulez les données de manière sécurisée		
1761931	4		Intégrez la sécurité dans le processus de développement logiciel		
4776036	1		Analysez les différents enjeux de sécurité pour vos objets connectés		
4776036	2		Soyez vigilant vis-à-vis de vos outils de production		
4776036	3		Restez vigilant en utilisant les réseaux		
4776036	4		Appliquez des bonnes pratiques de sécurité à vos objets connectés		
6227526	1		Identifiez les enjeux de la continuité d'activité		
6227526	2		Préparez votre plan de continuité d'activité		
6227526	3		Mettez en œuvre votre plan de continuité d'activité		
5280946	1		Identifiez les enjeux et les risques liés à la gestion des données personnelles		
5280946	2		Appuyez-vous sur les outils pour la protection de la vie privée		
5280946	3		Sécurisez les traitements de données sensibles		
5280946	4		Anonymisez les données		
6204541	1		Mettez en place votre environnement de travail Python		
6204541	2		Manipulez les fonctions et objets fondamentaux		
6204541	3		Structurez votre code au sein d’un projet		
6204541	4		Utilisez des librairies Python spécialisées		
6417031	1		Découvrez ce qu'est l'intelligence artificielle		
6417031	2		Identifiez les opportunités et les défis de l'intelligence artificielle		
6417031	3		Entrez au cœur d'un projet d'intelligence artificielle		
6417031	4		Pour conclure		
4449026	1		Tirez parti de ce cours		
4449026	2		Découvrez les concepts du modèle relationnel		
4449026	3		Manipulez les données grâce à l'algèbre relationnelle		
4449026	4		Appliquez l'algèbre relationnelle avec SQL		
4449026	5		Découvrez d'autres fonctionnalités pour vos requêtes SELECT		
4011851	1		Identifiez les possibilités du Machine Learning		
4011851	2		Identifiez les techniques et outils du Machine Learning		
4011851	3		Entraînez votre premier algorithme de Machine Learning		
4011851	4		Appréhendez les limites du Machine Learning		
7110891	1		Tirez un maximum de ce cours		
7110891	2		Découvrez la Business Intelligence et Power BI		
7110891	3		Rendez les données visuelles grâce à Power BI		
7110891	4		Organisez vos données pour aider à la prise de décision		
7771531	1		Manipulez des tableaux avec NumPy		
7771531	2		Créez des data frames avec Pandas		
7771531	3		Construisez des data visualisations avec Matplotlib et Seaborn		
7410486	1		Appréhendez les bases de l'analyse statistique		
7410486	2		Nettoyez un jeu de données		
7410486	3		Représentez vos variables		
7410486	4		Réalisez une analyse bivariée		
4525256	1		Mettez en place votre environnement de travail R		
4525256	2		Utilisez les différents objets R		
4525256	3		Sélectionnez des éléments dans les objets R		
4525256	4		Manipulez des données avec R		
7818671	1		Initiez-vous à la modélisation relationnelle		
7818671	2		Construisez des requêtes SQL simples		
7818671	3		Appliquez d'autres fonctionnalités à vos requêtes SQL		
4462426	1		Immergez vos données dans le NoSQL		
4462426	2		Administrez vos données avec MongoDB		
4462426	3		Visualisez vos données avec ElasticSearch et Kibana		
4525361	1		Créer étape par étape un dashboard		
4525361	2		Réaliser un dashboard avec Tableau		
4525361	3		Réaliser un dashboard avec les langages de la programmation web		
5801891	1		Identifiez les principes de base des réseaux de neurones artificiels		
5801891	2		Découvrez les réseaux de neurones adaptés au traitement de séquences		
4452741	1		Mettez en place votre environnement de travail		
4452741	2		Initiez-vous à la librairie Numpy		
4452741	3		Manipulez des données avec Numpy et Matplotlib		
4452741	4		Traitez de grandes quantités de données grâce à la librairie Pandas		
4525281	1		Découvrez l'analyse exploratoire multidimensionnelle		
4525281	2		Découvrez l'analyse en composantes principales (ACP)		
4525281	3		Partitionnez vos données		
4525296	1		Explorez les espaces probabilisés		
4525296	2		Apprenez à manipuler les variables aléatoires		
4525296	3		Découvrez les couples de variables aléatoires		
4525296	4		Appréhendez les notions de convergences		
4297166	1		Au fond, c’est quoi le Big Data ?		
4297166	2		Réalisez des calculs massivement parallèles avec MapReduce		
4297166	3		Effectuez des calculs distribués sous forme de graphes avec Spark		
4297166	4		Passez à l'échelle dans le cloud		
4525306	1		Découvrez les statistiques inférentielles		
4525306	2		Réalisez une estimation ponctuelle		
4525306	3		Déterminez des intervalles de confiance		
4525306	4		Réalisez des tests statistiques		
4525306	5		Conclusion		
4525336	1		Préparez la rédaction de votre rapport		
4525336	2		Améliorez votre rapport avec les techniques rédactionnelles		
4525336	3		Représentez graphiquement des données statistiques		
4467491	1		Définissez une architecture Lambda		
4297211	1		Évaluez vos modèles sans sur-apprentissage		
4297211	2		Évaluez un modèle de classification		
4297211	3		Évaluez un modèle de régression		
4379436	1		Utilisez un algorithme de réduction de dimension non supervisé linéaire		
4379436	2		Réduisez la dimension de vos données avec des algorithmes non linéaires		
4379436	3		Partitionnez vos données avec un algorithme de clustering		
4470531	1		Améliorez l’aspect visuel de vos images		
4470531	2		Détectez et décrivez efficacement les zones d’intérêts dans une image		
4470531	3		Classifiez les images à l’aide de réseaux de neurones convolutifs		
4470541	1		Prétraitez des données textuelles		
4470541	2		Transformez des données textuelles		
4470541	3		Détectez automatiquement les sentiments de commentaires clients		
4525326	1		Appréhendez la notion de modélisation		
4525326	2		Modélisez des données à l'aide de la régression linéaire simple		
4525326	3		Modélisez des données à l'aide de la régression linéaire multiple		
4525326	4		Effectuez une classification à l'aide de la régression logistique		
4525326	5		Effectuez une analyse de la variance (ANOVA)		
2958471	1		Les fondamentaux du Big Data au cinéma		
2958471	2		Peut-on prévoir le monde avec Big Data ?		
2958471	3		Vivons-nous dans un monde d’algorithmes ?		
2958471	4		Les risques et dérives du Big Data		
4444646	1		Prédisez des étiquettes quantitatives à l’aide d’une combinaison linéaire des variables		
4444646	2		Séparez linéairement vos observations		
4525371	1		Introduction		
4525371	2		Corrigez une série temporelle des variations saisonnières		
4525371	3		Prévoyez une série à l'aide des méthodes de lissage exponentiel		
4525371	4		Prévoyez une série à l'aide des modèles ARMA		
7693881	1		Mettez en place une bonne gouvernance de vos données		
7693881	2		Sécurisez juridiquement et techniquement vos données		
7693881	3		Évaluez les résultats d’une bonne gouvernance de vos données		
5919236	1		Identifiez les enjeux et objectifs de ce cours		
5919236	2		Explorez des données multidimensionnelles		
5919236	3		Prévoyez une activité humaine par classification supervisée		
5919236	4		Appréhendez l'apprentissage profond		
4451251	1		Passez à la vitesse supérieure avec le temps réel		
4451251	2		Déployez une plateforme distribuée de streaming		
4451251	3		Traitez des flux de données massives en temps réel		
4467481	1		Stockez vos données de manière distribuée avec HDFS		
4467481	2		Sérialisez vos données avec Avro		
4470406	1		Utilisez des noyaux pour appliquer des algorithmes linéaires au cas non-linéaire		
4470406	2		Entraînez un réseau de neurones artificiels		
5264666	1		Découvrez l'apprentissage statistique		
5264666	2		Maitrisez les méthodes de base de l'apprentissage statistique		
4470521	1		Apprivoisez les méthodes parallèles		
4470521	2		Maîtrisez les méthodes séquentielles		
5098641	1		Décrivez le processus de prise de décision autonome par un drone		
5098641	2		Modélisez la prise de décision par un drone		
5098641	3		Abordez l'apprentissage par renforcement profond avec un drone		
5098641	4		Expérimentez l'apprentissage par renforcement profond avec un drone		
7231661	1		Naviguez dans le monde du design		
7231661	2		Suivez les 5 étapes du design thinking		
7231661	3		Appliquez le design thinking à votre métier		
3013856	1		Voyez ce qui se cache derrière l'UX		
3013856	2		Concentrez-vous sur l'utilisateur		
3013856	3		Découvrez le métier d'UX designer		
3013856	4		Entraînez-vous à la pratique de l’UX design		
2583216	1		Initiez-vous en créant une carte de visite		
2583216	2		Maîtrisez les différentes techniques pour dessiner		
2583216	3		Concevez votre premier logo		
6691346	1		Découvrez ce qu'est l'inclusion numérique		
6691346	2		Évaluez les obstacles à l'accessibilité sur le Web		
6691346	3		Concevez du contenu web accessible		
6691346	4		Résumé du cours		
5238041	1		Communiquez vos idées par le visuel		
5238041	2		Structurez votre discours au travers d'une histoire		
5238041	3		Engagez votre audience		
5454886	1		Maîtrisez les enjeux d’une charte graphique		
5454886	2		Créez une charte graphique		
5454886	3		Utilisez une charte graphique dans le temps		
3938146	1		Prenez en compte les besoins des utilisateurs		
3938146	2		Intégrez le processus de création		
3938146	3		Mettez en oeuvre le processus d'itération		
3014016	1		Créez votre première maquette		
3014016	2		Rendez votre maquette interactive		
5249081	1		Formalisez vos parcours utilisateurs avec le “customer journey map”		
5249081	2		Décryptez le vécu utilisateur avec les cartes d'expériences		
5248811	1		Facilitez la perception de vos interfaces		
5248811	2		Comprenez les raisonnements de vos utilisateurs pour mieux les guider		
5249006	1		Formalisez vos idées		
5249006	2		Animez vos maquettes		
5248981	1		Préparez un audit UX		
5248981	2		Choisissez votre grille pour réaliser un audit UX		
5248981	3		Menez un audit UX à partir des heuristiques les plus utilisées		
5248981	4		Tirez les enseignements d'un audit UX		
5192236	1		Préparez le terrain de votre recherche utilisateur		
5192236	2		Sélectionnez les méthodes les plus adéquates		
5192236	3		Analysez et mettez en valeur vos données		
5249021	1		Maîtrisez l’ensemble des outils pour mettre en place l'Atomic Design		
5249021	2		Expliquez l’intérêt de l’Atomic Design à vos collaborateurs		
3936801	1		Plongez dans l'histoire de l'UI		
3936801	2		Découvrez les principes du Material Design		
3936801	3		Appliquez les principes du Material Design		
5248881	1		Préparez votre analyse UX		
5248881	2		Réalisez votre analyse UX avec les outils adaptés		
5248881	3		Communiquez votre analyse grâce à la datavisualisation		
5249071	1		Découvrez la valeur du design dans l'entreprise		
5249071	2		Concevez un produit ou un service avec une vision stratégique		
1603881	1		Maîtrisez les bases de HTML5		
1603881	2		Mettez en forme vos pages web avec CSS3		
1603881	3		Agencez le contenu de vos pages		
1603881	4		Utilisez des fonctionnalités avancées de HTML et CSS		
7168871	1		Créez des données avec Python		
7168871	2		Gérez la logique du programme dans Python		
7168871	3		Extrayez des données du web avec les packages Python		
6175841	1		Utilisez les données et les types de données dans JavaScript		
6175841	2		Gérez la logique d'un programme en JavaScript		
6175841	3		Écrivez du code propre et facile à maintenir		
6175841	4		Retenez les notions du cours		
1946386	1		Découvrez le web et ses origines		
1946386	2		Distinguez les différents langages du web		
1946386	3		Découvrez le fonctionnement du réseau		
1946386	4		Identifiez plusieurs métiers du web		
6173491	1		Partie 1 :  Découvrez les bases du Terminal		
6173491	2		Partie 2 : Manipulez des fichiers avec un terminal		
7162856	1		Faites vos premiers pas avec Git		
7162856	2		Utilisez les commandes de base de Git		
7162856	3		Pratiquez et corrigez les erreurs courantes		
6173501	1		Gérez les variables de votre programme en Java		
6173501	2		Programmez en orienté objet avec Java		
6173501	3		Utilisez quelques principes de programmation avancés en Java		
19980	1		Faites vos premiers pas avec le langage C		
19980	2		Organisez votre code grâce aux conditions, boucles et fonctions		
19980	3		Utilisez les pointeurs et manipulez les tableaux		
19980	4		Allez plus loin pour programmer comme un pro		
19980	5		Bonus : structurez vos données		
918836	1		Faites vos premiers pas en PHP		
918836	2		Réalisez un site web dynamique avec PHP		
918836	3		Transmettez des données de page en page		
918836	4		Stockez des informations dans une base de données		
4366701	1		Familiarisez-vous avec l'algorithmique		
4366701	2		Découvrez la programmation structurée		
4366701	3		Choisissez le type et la structure de données adéquats		
4366701	4		Allez plus loin		
1894236	1		Faites vos premiers pas avec C++		
1894236	2		Mobilisez les notions de base du C++		
1894236	3		Manipulez des notions avancées du C++		
1894236	4		Allez plus loin		
7008001	1		Initiez-vous aux principes de React		
7008001	2		Créez votre première application complète avec Create React App		
7008001	3		Stockez et récupérez des données avec le state et les effets		
7008001	4		Conclusion		
5489551	1		Découvrez WordPress et déployez votre site rapidement		
5489551	2		Prenez en main l’administration de votre site WordPress		
5489551	3		Choisissez, installez et configurez les composants WordPress adaptés à votre projet		
5489551	4		Personnalisez les contenus et le design de votre site WordPress		
5489551	5		Finalisez et lancez votre site WordPress		
7471261	1		Préparez le terrain pour Angular		
7471261	2		Construisez des components		
7471261	3		Structurez un document avec des directives		
7471261	4		Modifiez l'affichage des données avec les pipes		
7471261	5		Améliorez la structure de votre application avec les services et le routing		
7471261	6		Revenez sur vos acquis		
6971126	1		Créez votre base de données avec MySQL pour stocker les données de votre application		
6971126	2		Manipulez vos données avec les opérations CRUD		
6971126	3		Effectuez des requêtes SQL avancées		
6971126	4		Modifiez le format de vos données selon les évolutions de votre application		
5543061	1		Manipulez le DOM		
5543061	2		Communiquez via une API avec un service web		
5543061	3		Parallélisez vos longues tâches avec la programmation asynchrone		
5543061	4		Mettez en place les bons outils pour travailler		
6573181	1		Utilisez des API REST pour vos projets de code		
6573181	2		Formulez des requêtes et envoyez des réponses avec une API REST		
6573181	3		Concevez des API REST		
6390246	1		Créez un serveur Express simple		
6390246	2		Créez une API RESTful		
6390246	3		Mettez en place un système d'authentification sur votre application		
6390246	4		Ajoutez une gestion des fichiers utilisateur sur l'application		
4517166	1		Créez votre première application		
4517166	2		Étendez les fonctionnalités de votre application		
4517166	3		Perfectionnez votre application		
7150616	1		Écrivez des méthodes et des classes avec Python		
7150616	2		Utilisez le comportement hérité dans un programme Python		
7150616	3		Structurez votre code dans un programme Python		
7150616	4		Récapitulons		
6900101	1		Identifiez pourquoi et quand utiliser Spring Boot		
6900101	2		Découvrez les étapes clés de tout projet Spring Boot		
6900101	3		Créez une API avec Spring Boot		
6900101	4		Créez une application web avec Spring Boot		
7137751	1		Faites vos premiers pas en orienté objet		
7137751	2		Programmez en orienté objet		
7137751	3		Utilisez la bibliothèque standard		
7137751	4		Allez plus loin : poursuivez votre apprentissage en autonomie		
3925766	1		Le principe du Bitcoin et de la blockchain		
3925766	2		Utiliser des Bitcoins		
3925766	3		Au-delà du Bitcoin		
6106181	1		Structurez et organisez votre code		
6106181	2		Créez du code maintenable grâce aux techniques Sass intermédiaires		
6106181	3		Optimisez votre code en utilisant les techniques avancées de Sass		
5489656	1		Développez votre première application Symfony		
5489656	2		Dynamisez vos pages à l’aide de Twig et Doctrine ORM		
5489656	3		Mettez en production un site de qualité professionnelle		
7150606	1		Créez une Single Page Application à l’architecture robuste		
7150606	2		Incorporez des données dans une application React avec les hooks		
7150606	3		Testez une application React avec Jest et React Testing Library		
7150606	4		Évoluez dans l'écosystème React		
6943241	1		Mettez en place votre environnement		
6938711	1		Identifiez ce qu’est une Base de Données (BDD)		
6938711	2		Créez votre premier diagramme de classe UML		
6938711	3		Passez du modèle conceptuel au modèle relationnel		
6938711	4		Optimisez votre modèle relationnel et implémentez-le		
7542506	1		Identifiez les cas d’usage de Bootstrap		
7542506	2		Créez des mises en page responsives		
7542506	3		Affichez du contenu avec les composants d'interface utilisateur		
7542506	4		Ajoutez de l'interactivité à votre site		
7542506	5		Créez des fonctionnalités et des thèmes personnalisés		
1665806	1		Utilisez des objets		
1665806	2		Structurez des objets avec l’héritage		
1665806	3		Agencez votre code		
7172076	1		Plan de cours		
7172076	2		Posez les bases d’une application Django à l'aide de modèles, de vues et de gabarits		
7172076	3		Gérez des données à l'aide du site d'administration de Django		
7172076	4		Construisez une interface CRUD dans Django		
2434016	1		Premiers pas avec Java EE		
2434016	2		Comprendre les Servlets et les JSPs		
2434016	3		Des vues puissantes avec la JSTL		
2434016	4		Développer une application web		
2434016	5		Enregistrer dans une base de données		
6817086	1		Situez le métier de développeur dans l’entreprise		
6817086	2		Explorez les différents métiers de développeur		
6817086	3		Évoluez en tant que développeur		
5919246	1		Réalisez vos premières animations CSS		
5919246	2		Maîtrisez les translations, les rotations et l’opacité		
5919246	3		Réalisez des animations dynamiques avec les @keyframes		
4670706	1		Isolez le modèle et la vue		
4670706	2		Factorisez votre code dans une architecture MVC		
4670706	3		Passez à une architecture MVC orientée objet		
7697016	1		Créez une page web à partir de données existantes		
7697016	2		Rendez votre page web interactive		
7697016	3		Interagissez avec un service web en utilisant une API HTTP		
7697016	4		Enrichissez votre page web grâce aux librairies		
7697016	5		Rendez votre code plus lisible grâce au Linter		
6106191	1		Identifiez les outils nécessaires pour coder en Java		
6106191	2		Exploitez Eclipse pour coder, tester et structurer vos projets Java		
6106191	3		Contribuez à un projet Open Source avec Eclipse		
7342806	1		Structurez un wireframe sur papier		
7342806	2		Construisez un wireframe avec Figma		
7342806	3		Créez une première maquette avec Figma		
5647281	1		Identifiez les besoins utilisateurs avec la méthode de Domain-Driven Design		
5647281	2		Formalisez les besoins de vos utilisateurs		
6739646	1		Découvrez le rôle de la documentation projet		
6739646	2		Préparez un cahier des charges fonctionnel		
6739646	3		Utilisez la méthodologie agile pour communiquer la portée d'un projet		
6951236	1		Gérez des paquets Python à l'aide de pip		
6951236	2		Créez un environnement virtuel Python avec virtualenv		
6951236	3		Configurez un projet dans un IDE à l'aide de PyCharm		
6390311	1		Construisez votre première application Vue.js		
6390311	2		Augmentez les capacités de votre application avec Vue CLI		
6390311	3		Créez des composants réutilisables dans Vue.js		
6390311	4		Gérez les données de votre application		
6390311	5		Résumé du cours		
5922626	1		Corrigez votre site en analysant le comportement de Google		
5922626	2		Augmentez la vitesse de votre site		
5922626	3		Optimisez un site construit avec un framework JavaScript		
5922626	4		Optimisez le SEO d'un site multilingue		
7160741	1		Orientation du cours		
7160741	2		Appliquez le guide de style PEP 8 au code Python		
7160741	3		Résolvez des problèmes de programmation courants avec des design patterns en Python		
7160741	4		Appliquez les principes SOLID au code Python		
7160741	5		Félicitations  !		
6691451	1		Structurez votre code HTML avec ARIA pour le rendre accessible		
6691451	2		Rendez les interactions sur votre site web accessibles avec CSS et ARIA		
3504431	1		Découper une maquette		
3504431	2		Intégrer une maquette		
7471271	1		Soyez réactif avec les Observables		
7471271	2		Écoutez vos utilisateurs avec les formulaires		
7471271	3		Communiquez avec les serveurs		
7471271	4		Modularisez votre application		
7471271	5		Conclusion		
3504441	1		Distinguez JavaScript et jQuery		
3504441	2		Plongez dans l'univers de jQuery		
7150626	1		Découvrez le state management avec Redux		
7150626	2		Manipulez des states complexes d’une application React avec Redux		
7150626	3		Déployez Redux dans un projet à grande échelle		
7150626	4		Optimisez le state management avec des outils de l’écosystème React / Redux		
7150626	5		Allez plus loin avec Redux		
5353106	1		Effectuez vos premiers pas en Kotlin		
5353106	2		Découvrez les structures de contrôle en Kotlin		
5353106	3		Optimisez l'écriture de votre code grâce à Kotlin		
7192416	1		Mettez en place une API simple avec Django REST Framework		
7192416	2		Rendez vos endpoints plus performants		
7192416	3		Sécurisez votre API avec l’authentification		
7192416	4		Revenez sur vos acquis		
7159296	1		Tirez le maximum de ce cours		
7159296	2		Identifiez les différents types de bug de votre interface Front-End		
7159296	3		Déboguez votre HTML/CSS		
7159296	4		Résolvez des bugs sur le DOM		
7159296	5		Solutionnez des bugs sur l’API		
7159296	6		Déboguez une application		
4287521	1		Appréhendez les bases de Swift		
4287521	2		Organisez votre code avec les structures de contrôle		
4287521	3		Utilisez les collections et les optionnels		
4287521	4		Clarifiez votre code avec les fonctions		
4287521	5		Conclusion		
4425066	1		Posez les fondations du site		
4425066	2		Développez vos premières fonctionnalités		
4425066	3		Fignolez les détails		
4425066	4		Préparez la mise en ligne		
6100311	1		Écrivez des tests unitaires		
6100311	2		Affinez vos tests unitaires		
6100311	3		Écrivez les tests d'intégration et de bout en bout		
2675311	1		Introduction au développement de jeux vidéo		
2675311	2		Votre première scène de jeu		
2675311	3		La programmation avec Blueprint		
2675311	4		Techniques avancées		
2675311	5		Annexes		
7133336	1		Découvrez les design patterns grâce à l’orienté objet		
7133336	2		Maîtrisez la création de vos objets avec les Creational Design Patterns		
7133336	3		Structurez les différentes parties de votre application avec les Structural Design Patterns		
7133336	4		Gérez la communication entre vos objets avec les Behavioral Design Patterns		
6398056	1		Documentez votre code pour le rendre maintenable et réutilisable		
6398056	2		Créez la documentation technique de votre architecture		
4117396	1		Installez et utilisez les outils pour programmer en C sur une cible embarquée		
4117396	2		Comprenez l’exécution d’un programme		
4117396	3		Programmez votre microcontrôleur		
4117396	4		Configurez et utilisez des périphériques avancés		
4668056	1		Créez un Microservice de A à Z		
4668056	2		Améliorez votre microservice		
6391096	1		Identifiez les avantages de Bootstrap		
6391096	2		Créez des mises en page responsives		
