course_id	part_number	part_name	part_title	part_description	part_url
6391096	3		Utilisez les composants d'interface utilisateur de Bootstrap pour afficher le contenu		
6391096	4		Ajoutez de l'interactivité à votre site		
6391096	5		Créez des fonctionnalités et des thèmes personnalisés		
5641796	1		Identifiez les forces de Visual Studio		
5641796	2		Configurez votre premier projet avec Visual Studio		
5641796	3		Travaillez sur votre première application avec Visual Studio		
5641796	4		Annexe		
3504461	1		Comprenez les tests		
3504461	2		Testez avec Jasmine		
4206426	1		Découvrez l’environnement de développement iOS		
4206426	2		Créez votre première application : Teki !		
4206426	3		Gérez les différentes interactions avec l’interface		
4206426	4		Ecrivez la logique d'une application iOS		
4206426	5		En conclusion		
4503526	1		Organisez votre projet		
4503526	2		Automatisez la construction de votre projet		
4504771	1		Mettre en œuvre une inversion de contrôle		
4504771	2		Faciliter le développement avec Spring		
7159306	1		Tirez le maximum de ce cours		
7159306	2		Adoptez une stratégie de testing efficace		
7159306	3		Écrivez des tests unitaires en JavaScript		
7159306	4		Écrivez des tests d’intégration en JavaScript		
7159306	5		Assurez la fiabilité de votre produit avec des tests complémentaires		
7137776	1		Intégrez des paramètres de sécurité basiques à vos applications Java		
7137776	2		Créez une connexion sécurisée pour votre application Spring avec OAuth 2.0		
6810956	1		Organisez votre code Java à l'aide de l'architecture MVC		
6810956	2		Appliquez les principes SOLID dans votre code Java		
6810956	3		Résolvez les problèmes de programmation courants grâce aux design patterns		
4076871	1		3, 2, 1... Découvrez les robots !		
4076871	2		Programmez le comportement de votre robot		
4076871	3		Enrichissez le comportement de votre robot		
7415611	1		Améliorez une application en PHP pour respecter les principes SOLID		
7415611	2		Résolvez les problèmes de conception avec les design patterns		
7709361	1		Créez une API REST simple avec Symfony		
7709361	2		Perfectionnez votre API		
7709361	3		Tirez profit des outils pour aller plus loin		
7709361	4		Conclusion		
7192426	1		Orientation du cours		
7192426	2		Construisez une application d’authentification dans Django		
7192426	3		Utilisez les fonctionnalités avancées des modèles et formulaires Django		
7192426	4		Utilisez les fonctionnalités avancées de l’ORM et des gabarits Django		
6982461	1		Connectez une application Java à une base de données		
6982461	2		Récupérez des données avec Spring Data JPA		
6982461	3		Créez, modifiez et supprimez des données avec Spring Data JPA		
5641591	1		Découvrez les bases des tests		
5641591	2		Créez des tests unitaires		
5641591	3		Créez des tests d'intégration		
3075566	1		3, 2, 1... Programmez !		
3075566	2		Rendez votre programme interactif		
3075566	3		Créez un jeu avec tous les ingrédients des algorithmes		
3075566	4		Trouvez l’algorithme le plus efficace		
7471281	1		Architecturez une application Angular avancée		
7471281	2		Ajoutez des animations aux components		
7471281	3		Créez des formulaires complexes		
7471281	4		Mettez en place le state management réactif		
7471281	5		Conclusion		
4428411	1		Découvrez le développement Android		
4428411	2		Développez un jeu Snake commandé par inclinaison du téléphone		
4428411	3		Reliez votre téléphone au reste du monde !		
4428411	4		Développez une application compagnon sur une montre connectée		
4428411	5		Annexes		
4568596	1		Créez votre première interface utilisateur flexible et adaptative		
4568596	2		Rendez votre interface utilisateur modulable grâce aux fragments		
4568596	3		Implémentez vos premiers composants graphiques de navigation		
7527306	1		Décrivez le fonctionnement d'un algorithme		
7527306	2		Choisissez le type et la structure de données adéquats		
7527306	3		Appliquez les concepts avancés de l’algorithmique		
4425126	1		Partie 1 : Introduction		
4425126	2		Partie 2 : Les tests unitaires		
4425126	3		Partie 3 : Le Test-Driven Development		
4872916	1		Déployez une stratégie d’authentification sur Firebase		
4872916	2		Sauvegardez et récupérez des données en temps réel sur Firebase		
4872916	3		Partagez des fichiers et gérez des notifications sur Firebase		
4087036	1		Qu'est-ce que REST ?		
4087036	2		Organiser l'ensemble de son application Symfony grâce au FOSRestBundle		
4087036	3		Aller plus loin		
4810241	1		Mettez en œuvre les balises de structure et de contenus embarqués liées à HTML5		
4810241	2		Dessinez et animez grâce à la balise canvas		
4810241	3		Mettez en œuvre de l'interactivité et implémentez le glisser-déposer		
4810241	4		Mettez en œuvre une méthodologie de conception adaptée		
5432586	1		Qu’est-ce que l'IoT ?		
5432586	2		Quels sont les enjeux de l’IoT ?		
5432586	3		Pourquoi les objets connectés s'imposent-ils aujourd'hui ?		
5432586	4		Quelles sont les conséquences méthodologiques et organisationnelles liées à l'IoT ?		
2582746	1		Créez votre premier projet		
2582746	2		Ajoutez des interfaces graphiques		
2582746	3		Interagissez avec votre app		
2582746	4		Optimisez votre code		
2582746	5		Finalisez votre app et envoyez-la sur le Store		
7155851	1		Découvrez l’origine des bugs		
7155851	2		Remontez à la source d'un bug		
7155851	3		Réparez les bugs		
7155851	4		Revenez sur vos acquis		
4087056	1		Implémentez des tests unitaires avec PHPUnit		
4087056	2		Utilisez un outil d’intégration continue dans le cycle de vie d’un projet		
4668216	1		Construisez les microservices d'une petite application		
4668216	2		Mettez en œuvre les Edge Microservices grâce à Spring Cloud		
4668216	3		Débuggez et maintenez vos microservices		
7210131	1		Créez des architectures basées sur les normes industrielles		
4425101	1		Lancez Django sur un serveur distant		
4425101	2		Intégrez de bonnes pratiques de travail		
4568576	1		Exécutez du code en arrière-plan		
4568576	2		Effectuez des appels réseau		
4568576	3		Affichez des données dans une liste		
7155841	1		Écrivez des tests unitaires		
7155841	2		Allez plus loin avec Pytest		
7155841	3		Optimisez vos tests unitaires		
7155841	4		Écrivez des tests d’intégration, fonctionnels et de performance		
4568746	1		Stockez des données dans un fichier sur Android		
4568746	2		Stockez des données de manière structurée grâce à une base de données SQLite		
4568746	3		Perfectionnez l’architecture de votre application		
4504856	1		Maîtrisez les principes fondamentaux de la SOA		
4504856	2		Implémentez une SOA grâce à JAX-WS et SOAP/WSDL		
4504856	3		Testez votre service grâce à SoapUI		
4446991	1		Appréhendez la programmation orientée objet (POO)		
4446991	2		Maîtrisez les classes avec Swift		
4446991	3		Enrichissez vos objets avec l'héritage		
4446991	4		Développez votre expertise en POO		
7392231	1		Connectez une application Spring à une base de données NoSQL		
7392231	2		Récupérez des données avec Spring Data MongoDB		
7392231	3		Créez, modifiez et supprimez des données avec Spring Data MongoDB		
6692416	1		Découvrez la méthodologie du débug		
6692416	2		Enquêtez sur un bug avec le débugger Java		
6692416	3		Réparez les bugs avec VisualVM, JConsole et les techniques de log		
7137741	1		Analysez l’architecture d’une application existante		
7137741	2		Séparez les couches de votre application avec le design pattern Modèle-Vue-Contrôleur		
7137741	3		Implémentez la communication entre les couches de votre application		
4087076	1		Implémentez des tests fonctionnels		
5079046	1		Découvrez l'Internet des Objets et les standards		
5079046	2		Initiez-vous à l’architecture de services REST appliquée à OM2M		
5079046	3		Gérez l’accès aux services dans une architecture d’objets dans OM2M		
5079046	4		Découvrez l’interopérabilité des technologies et des données dans l’Internet des Objets		
5559091	1		Comprenez la problématique de débogage de code		
5559091	2		Gérez le flot d'exécution d'un test unitaire C#		
5559091	3		Déboguez les données en C#		
4939956	1		Mesurez la performance d'une application Symfony		
4939956	2		Profilez vos applications avec Blackfire.io		
4939956	3		Testez la non-régression de performance avec Blackfire.io		
4504796	1		Préparez la structure de votre application		
4504796	2		Développez le modèle de l’application		
4504796	3		Concevez votre interface		
4504796	4		Connectez la vue et le modèle avec le contrôleur		
4504796	5		Entraînez-vous		
4568526	1		Débuggez, corrigez et améliorez votre code		
4568526	2		Écrivez des tests unitaires		
4504841	1		Gérez la navigation dans votre application		
4504841	2		Créez un formulaire		
4504841	3		Validez votre formulaire		
4570776	1		Découvrez le responsive en iOS		
4570776	2		Placez vos vues avec AutoLayout		
4570776	3		Adaptez votre interface avec les catégories de tailles		
4871351	1		Faites des appels réseaux simples		
4871351	2		Professionnalisez vos requêtes		
4871351	3		Testez votre appel réseau		
4871351	4		Gérez les erreurs proprement		
4729291	1		Partez à la chasse aux bugs !		
4729291	2		Renforcez votre application avec les tests		
4729291	3		Rédigez les tests avant le code		
4871481	1		Sautez dans la persistance des données		
4871481	2		Sauvegardez les préférences utilisateurs avec UserDefaults		
4871481	3		Utilisez la base de données Core Data		
4871481	4		Gérez une base de données relationnelle avec Core Data		
4504866	1		Découvrez les protocoles		
4504866	2		Créez votre TableView		
4504866	3		Améliorez la TableView		
7688581	1		Collaborez efficacement grâce à Git et GitHub		
7688581	2		Personnalisez votre usage de Git et GitHub en fonction de vos besoins		
7688581	3		BONUS : Prenez en main un client GUI Git		
7693926	1		Intégrez une équipe agile		
7693926	2		Réalisez un Sprint		
7192596	1		Déployez votre site sur le web		
4507926	1		Constituez votre équipe agile avec le modèle Tuckman		
4507926	2		Prenez en compte le besoin des utilisateurs		
4507926	3		Utilisez des outils visuels de gestion de projet agile		
4296701	1		Gérez la phase d’initialisation de votre projet		
4296701	2		Gérez la phase de lancement de votre projet		
4296701	3		Gérez les phases de conception, de production et d’exploitation de votre projet		
4511226	1		Définissez les rôles de l'équipe		
4511226	2		Gérez les itérations de l'équipe		
4511226	3		Contrôlez le travail de l'équipe		
4934581	1		Travaillez efficacement avec votre équipe		
4934581	2		Accompagnez la performance de chaque collaborateur		
4934581	3		Contribuez à la réussite de votre entreprise		
4192086	1		Comprendre les deux grandes familles de méthodologies de projet		
4192086	2		Appliquer les méthodologies séquentielles		
4192086	3		Appliquer les méthodologies agiles		
4104731	1		Adoptez la posture de leader		
4104731	2		Assurez les rôles de base du manager avec leadership		
4104731	3		Améliorez la collaboration au sein de vos équipes grâce au leadership		
4104731	4		Maintenez votre posture de leader en développant vos ressources personnelles		
5774866	1		Intégrez l'analyse des risques dans le cycle de vie d'un projet		
5774866	2		Repérez les risques		
5774866	3		Élaborez votre plan de prévention		
5780081	1		Découvrez le rôle de Product Manager		
5780081	2		Projetez-vous dans les principales missions d'un Product Manager		
5780081	3		Apprenez à évoluer en tant que Product Manager		
5774771	1		Retenez les sites et critères pertinents à étudier dans votre benchmark		
5774771	2		Créez vos outils d’analyse		
5774771	3		Réalisez votre premier benchmark		
5228291	1		Découvrez ce qu'est le BIM		
5228291	2		Encadrez l'équipe BIM et analysez les Usages BIM		
5228291	3		Initiez-vous à la maquette numérique		
5228291	4		Gérez la donnée et les processus		
5778386	1		Posez les fondements de votre product roadmap		
5778386	2		Récoltez les besoins pour alimenter votre backlog		
5778386	3		Finalisez votre roadmap		
3656191	1		Transformation digitale, épisode 11		
7203866	1		Préparez votre passage à l’agilité à l’échelle		
7203866	2		Lancez votre passage à l’agilité à l’échelle		
5228301	1		Appréhendez le BIM en France et à l'international		
5228301	2		Découvrez l'environnement réglementaire, normatif et juridique du BIM		
5228301	3		Découvrez l'impact du BIM dans votre activité		
5218141	1		Identifiez votre capital compétences		
5218141	2		Construisez votre projet professionnel		
5218141	3		Explorez le marché du travail qui vous correspond		
5218221	1		Rédigez efficacement votre CV		
5218221	2		Optimisez votre présence sur le web		
5218221	3		Adaptez vos outils de recherche d’emploi à votre projet		
5218241	1		Décryptez l'offre et valorisez votre candidature		
5218241	2		Rédigez des lettres de motivation ciblées		
5218241	3		Réussissez votre entretien de recrutement		
5754261	1		Pensez votre stratégie de networking		
5754261	2		Préparez vos outils de networking et lancez-vous		
5754261	3		Entretenez votre réseau professionnel		
6045521	1		Préparez-vous aux tests techniques		
6003601	1		Découvrez les avantages de l'alternance		
6003601	2		Démarrez un contrat en alternance		
5011666	1		Plongez dans le monde du web		
5011666	2		Projetez-vous dans les métiers du web		
6916261	1		Appliquez des bonnes pratiques pour intégrer votre nouvel emploi		
3013816	1		Découvrez l'intérêt du marketing digital et ses champs d'action		
3013816	2		Créez un plan marketing pour atteindre vos objectifs		
3013816	3		Mesurez l'efficacité de vos actions marketing avec les indicateurs de performances		
4805776	1		Ciblez vos efforts de veille		
4805776	2		Accélérez votre veille grâce à des outils		
4805776	3		Appliquez régulièrement ce que vous apprenez		
6144321	1		Découvrez les missions d'un community manager		
6144321	2		Identifiez les outils du community manager		
5561431	1		Intégrez le SEO dans la stratégie marketing de votre organisation		
5561431	2		Choisissez les bons mots ou expressions-clés		
5561431	3		Optimisez votre site web		
5561431	4		Accélérez la remontée dans les résultats grâce aux backlinks		
5561431	5		Mesurez l'impact de vos actions SEO		
5725346	1		Mettez-vous au service de votre communauté		
5725346	2		Créez du contenu en toute autonomie		
5725346	3		Gérez un projet de création de contenu collaboratif		
6067991	1		Préparez votre projet d’étude de marché		
6067991	2		Réalisez votre étude de marché		
6067991	3		Communiquez efficacement les résultats d'une étude de marché		
7492811	1		Découvrez les bases du Web Analytics		
7492811	2		Explorez des données avec Google Analytics		
7492811	3		Interprétez des données en testant des hypothèses		
5594931	1		Intégrez les réseaux sociaux dans une stratégie marketing et communication		
5594931	2		Établissez les profils de votre communauté		
5594931	3		Sélectionnez les réseaux sociaux sur lesquels déployer votre présence		
5594931	4		Structurez les publications de votre organisation		
5594931	5		Gérez votre calendrier de diffusion dans le temps		
5594931	6		Entraînez-vous !		
3829076	1		Préparez votre campagne		
3829076	2		Lancez votre première campagne		
3829076	3		Maintenez votre campagne		
4698761	1		Considérez-vous comme une marque		
4698761	2		Élaborez votre stratégie de self-marketing		
4698761	3		Créez votre plateforme de marque personnelle		
4698761	4		Déployez votre présence sur les bons canaux		
4698761	5		Faites vivre votre marque personnelle		
4762856	1		Examinez vos données		
4762856	2		Complétez vos données, présentez et créez l’adhésion à vos analyses		
4762856	3		Mettez en place un système d'information marketing		
6068001	1		Concevez une stratégie e-mailing		
6068001	2		Rédigez un e-mail marketing convaincant		
6068001	3		Envoyez des campagnes d’e-mailing		
6068001	4		Mesurez et optimisez la performance de vos campagnes		
6068001	5		Améliorez la délivrabilité de vos campagnes		
4555171	1		Appréhendez l'importance du marketing évènementiel		
4555171	2		Préparez au mieux votre évènement		
4555171	3		Gérez le jour J de votre évènement		
4555171	4		Faites le bilan de votre évènement		
5372141	1		Comprenez les enjeux de la qualité Web		
5372141	2		Préparez un audit qualité Web		
5372141	3		Maîtrisez la trousse à outils de l'auditeur		
5372141	4		Effectuez l’audit grâce à l'analyse par inspection		
5372141	5		Présentez les résultats		
5372141	6		Allez plus loin		
7396991	1		Découvrez Google Ads		
7396991	2		Configurez et lancez votre première campagne		
7396991	3		Pilotez et améliorez la performance de vos campagnes		
3018506	1		Créez votre charte éditoriale		
3018506	2		Créez du contenu marketing selon le canal		
3018506	3		Diffusez vos contenus marketing		
6068011	1		Déterminez votre stratégie publicitaire		
6068011	2		Réalisez une campagne		
6068011	3		Mesurez l'efficacité et le coût de vos campagnes		
4752336	1		Comprenez les évolutions de la communication interne		
4752336	2		Passez d'une information interne à une communication pluri-directionnelle		
4752336	3		Saisissez les opportunités ouvertes par la transformation des organisations		
4683376	1		Préparez votre audit marketing		
4683376	2		Réalisez votre audit marketing		
4683376	3		Présentez votre audit marketing		
5617106	1		Visez le juste prix		
5617106	2		Faites du pricing un atout de votre entreprise		
5617106	3		Stimulez le développement de vos ventes avec le pricing		
4555191	1		Créez et donnez de la valeur à votre marque		
4555191	2		Animez votre marque		
4555191	3		Ajustez le pilotage de votre marque		
5674851	1		Gérez les relations juridiques avec vos parties prenantes		
5674851	2		Appliquez la législation à vos publicités		
5674851	3		Protégez-vous des différents risques juridiques liés à vos actions		
5674851	4		Gérez efficacement la vie juridique de votre action marketing		
4813206	1		Accueillez de manière optimale les publics		
4813206	2		Assurez l'accueil des publics handicapés, fragiles ou veillissants		
4813206	3		Anticipez les situations à risque et donnez l'alerte		
4694866	1		Découvrez le monde du marketing mobile		
4694866	2		Créez et lancez votre plan d’acquisition d’utilisateurs pour votre application mobile		
4694866	3		Optimisez vos performances et votre retour sur investissement		
7169011	1		Réalisez l’audit d’e-réputation de votre marque		
7169011	2		Développez votre stratégie d’influence		
7169011	3		Gérez une situation de crise touchant à votre e-réputation		
4762936	1		Préparez-vous à gagner la guerre des talents		
4762936	2		Construisez une marque employeur efficace		
4762936	3		Saisissez tout le potentiel du digital		
7571821	1		Identifiez les enjeux de l'expérience client omnicanale		
7571821	2		Cadrez votre stratégie omnicanale		
7571821	3		Créez une expérience client incluant une dimension omnicanale		
3656121	1		Transformation digitale, épisode 5		
7778566	1		Cartographiez le parcours de vos clients		
7778566	2		Expliquez ce qui fait une bonne stratégie CRM		
7778566	3		Préparez et implémentez votre stratégie de CRM		
7778251	1		Préparez l’étude de votre communauté		
7778251	2		Analysez vos données social media		
7778251	3		Exploitez vos données pour améliorer votre ROI		
4669156	1		Identifiez les savoirs et compétences d'une activité		
4669156	2		Définissez vos objectifs pédagogiques et leur évaluation		
4669156	3		Concevez le séquençage de votre formation		
4669156	4		Rédigez le syllabus augmenté de votre séquence		
5140556	1		Comprenez et analysez un besoin opérationnel		
5140556	2		Réalisez le design de la formation		
5140556	3		Développez, implémentez et évaluez la formation		
4669216	1		Analysez votre projet de cours		
4669216	2		Préparez la production de votre cours		
4669216	3		Concevez votre cours de A à Z		
4669216	4		Préparez votre cours à la publication		
4669216	5		Partagez votre cours et évaluez ses retombées		
4669166	1		Découvrez les clés de l’engagement des apprenants		
4669166	2		Construisez une séance favorisant l’engagement et l’apprentissage		
4669166	3		Élaborez vos activités		
4669166	4		Concevez les documents supports		
5675946	1		Identifiez les dynamiques de votre groupe d'apprenants		
5675946	2		Gérez la relation avec vos apprenants		
5675946	3		Conduisez votre séance de formation		
5675946	4		Mettez en œuvre une animation différenciée		
4669186	1		Comprenez l'intérêt et les modalités du blended learning		
4669186	2		Inspirez-vous de dispositifs pédagogiques existants		
4669186	3		Passez une formation en blended learning		
4669186	4		Anticipez les difficultés de déploiement du blended learning		
4669246	1		Sensibilisez-vous à l'audit de formation		
4669246	2		Préparez une mission d'audit de formation		
4669246	3		Menez une mission d'audit de formation		
4669246	4		Exploitez les données issues de l'audit		
4669246	5		Formulez des recommandations		
4669176	1		Utilisez l'évaluation pour soutenir l'apprentissage		
4669176	2		Que savez-vous sur l'évaluation ?		
4669176	3		Évaluez une performance		
4669176	4		Concevez une évaluation des apprentissages		
5197181	1		Identifiez les missions de l’évaluateur		
5197181	2		Évaluez les compétences d’un étudiant		
5197181	3		Donnez des retours constructifs et personnalisés à un étudiant		
5197181	4		Conclusion		
7766186	1		Représentez la pédagogie OpenClassrooms		
7766186	2		Accueillez un nouvel étudiant		
7766186	3		Réalisez une session de mentorat		
4225026	1		3, 2, 1… Concevez votre projet		
4225026	2		Développez votre projet		
4225026	3		Mettez votre projet à l’essai		
7880211	1		Identifiez les principes clés de la neuropédagogie pour favoriser les apprentissages		
7880211	2		Structurez votre formation pour stimuler la mémoire de vos apprenants		
7880211	3		Organisez vos activités pédagogiques pour stimuler l’engagement		
7381081	1		Lancez-vous dans votre parcours de formation		
7381081	2		Réalisez un projet de A à Z		
7870326	1		Accompagnez l’étudiant dans ses apprentissages		
7870326	2		Évaluez la progression de l’étudiant		
4801106	1		Découvrez les fondements de la comptabilité		
4801106	2		Familiarisez-vous avec la logique comptable		
4801106	3		Maîtrisez le fonctionnement des comptes annuels		
4667641	1		Identifiez les informations contenues dans un bulletin de paie		
4667641	2		Ajoutez les cotisations sur un bulletin de paie		
4667641	3		Maîtrisez le bulletin simplifié		
4940566	1		Identifiez les éléments caractéristiques de toute écriture comptable		
4940566	2		Maîtrisez la comptabilisation des ventes		
4940566	3		Maîtrisez la comptabilisation des achats		
4940566	4		Maîtrisez la comptabilisation des opérations de trésorerie		
4940566	5		Appréhendez les autres écritures comptables		
4539151	1		Préparez et validez votre plan de recrutement		
4539151	2		Réalisez des fiches de poste destinées au recrutement		
6578506	1		Identifiez le rôle des ressources humaines		
6578506	2		Découvrez les métiers des ressources humaines		
6578506	3		Découvrez les transformations récentes qui touchent les ressources humaines		
5754291	1		Accueillez la personne accompagnée		
5754291	2		Investiguez les compétences et motivations du bénéficiaire		
5754291	3		Rédigez une synthèse du bilan de compétences		
4539321	1		Appréhendez le fonctionnement de la GPEC		
4539321	2		Concevez un dispositif de GPEC		
4539321	3		Déployez la démarche de GPEC		
5010961	1		Réalisez les opérations liées au compte de résultat		
5010961	2		Réalisez les opérations de bilan liées aux actifs		
5010961	3		Réalisez les opérations de bilan liées aux passifs		
5010961	4		Réalisez les écritures liées à l'impôt sur les sociétés		
4581041	1		Maîtrisez les différentes règles applicables au contrat de travail		
4581041	2		Gérez les choix en matière de contrat de travail		
4581041	3		Veillez au respect des règles applicables au contrat de travail		
4581041	4		Accompagnez les conséquences de la rupture du contrat de travail		
4539261	1		Optimisez votre processus de sélection		
4539261	2		Découvrez les outils pour sélectionner les candidats		
4539261	3		Réussissez vos entretiens de recrutement		
4722866	1		Appliquez les bonnes pratiques du gestionnaire de paie		
4722866	2		Maîtrisez le processus de paie		
4722866	3		Suivez les différentes étapes de contrôle de paie		
4539356	1		Concevoir le plan de formation		
4539356	2		Mettre en œuvre le plan de formation		
4539356	3		Organiser et gérer le plan de formation		
4539271	1		Préparez l'intégration du collaborateur		
4539271	2		Accueillez le nouveau collaborateur		
4539271	3		Construisez un parcours d’intégration		
6369836	1		Identifiez les évolutions des dispositifs et du financement de la formation		
6369836	2		Mobilisez le CPF comme outil de financement		
6369836	3		Optimisez les dispositifs de la formation professionnelle		
5754271	1		Instaurez le cadre de l’entretien		
5754271	2		Réalisez un diagnostic partagé de la situation		
5754271	3		Co-construisez le projet d’évolution professionnelle		
4539221	1		Appréhendez l'environnement complexe du sourcing		
4539221	2		Découvrez les nombreux outils du sourcing		
4539221	3		Lancez-vous dans le sourcing !		
4722911	1		Maîtrisez les congés payés en France		
4722911	2		Calculez en paie les différents éléments de la maladie		
4722911	3		Répercutez sur le bulletin d’autres événements de la vie des salariés		
4722911	4		Maîtrisez les différents événements assimilables à un départ du salarié		
5799716	1		Découvrez les missions du conseiller en évolution professionnelle		
5799716	2		Découvrez l'importance du conseiller en évolution professionnelle aujourd'hui		
5341341	1		Appliquez le cadre légal de la santé et de la sécurité au travail		
5341341	2		Évaluez les risques professionnels		
5341341	3		Prévenez les accidents de travail		
5746621	1		Appliquez les principes éthiques qui vous concernent		
5746621	2		Rédigez une charte éthique de manière collaborative		
6916466	1		Appliquez les cotisations sociales particulières		
6916466	2		Réalisez des déclarations spécifiques		
6067971	1		Identifiez les enjeux du dialogue social		
6067971	2		Distinguez les missions des différents acteurs liés aux IRP		
6067971	3		Mettez en place les IRP dans votre entreprise		
5149166	1		Devenez un comptable 2.0		
5149166	2		Paramétrez votre logiciel comptable		
5149166	3		Utilisez vos logiciels comptables au quotidien		
5149166	4		Réalisez les travaux de clôture avec votre logiciel comptable		
4722896	1		Maîtrisez les éléments variables impactant le brut		
4722896	2		Identifiez et calculez les variables impactant le net		
4722896	3		Calculez sur les bulletins les avantages liés à la rémunération collective		
6916481	1		Prenez en main votre logiciel de paie		
6916481	2		Paramétrez le logiciel de paie		
6916481	3		Vérifiez le paramétrage de votre logiciel de paie		
4537876	1		Dépassez vos a priori sur le handicap dans l’entreprise		
4537876	2		Répondez aux obligations légales en matière de handicap		
4537876	3		Recrutez et intégrez un salarié en situation de handicap		
4537876	4		Accompagnez un salarié rencontrant des difficultés de santé au travail		
4890946	1		Définissez et mesurez la performance		
4890946	2		Évaluez et commentez la performance		
4890946	3		Accompagnez et encouragez la performance		
4276666	1		La fonction RH au cœur de la transformation		
4276666	2		Le digital bouleverse le recrutement		
4276666	3		La révolution digitale en formation		
4276666	4		Les Datas révolutionnent les métiers RH		
4276666	5		Le Digital transforme les relations en entreprise		
4276666	6		Crédits		
4834901	1		Identifiez les enjeux majeurs d'une politique de rémunération		
4834901	2		Maitrisez les principaux systèmes de rémunération pour choisir la politique adaptée		
4834901	3		Définissez une politique de rémunération stratégique		
4834901	4		Assurez l’équité interne grâce à une politique de rémunération cohérente mais différenciante		
4810106	1		Réalisez une veille des réglementations fiscales et comptables		
4810106	2		Contrôlez la conformité des démarches fiscales en matière d’impôt sur les sociétés		
4810106	3		Contrôlez la conformité des démarches fiscales en matière de TVA		
4810106	4		Évoluez avec l’internationalisation des activités de votre entreprise		
5754281	1		Décidez d’un licenciement pour motif personnel		
5754281	2		Organisez un licenciement pour motif économique		
5754281	3		Accompagnez les conséquences du licenciement		
5154961	1		Identifiez le contexte d’une politique de gestion de carrière		
5154961	2		Déterminez la politique de gestion de carrière de votre entreprise		
5154961	3		Construisez les outils de la politique de gestion de carrière de votre entreprise		
4902506	1		Préparez le processus d’achat de formation		
4902506	2		Réalisez l'achat de la formation		
4947921	1		Préparez une politique de mobilité		
4947921	2		Élaborez la politique de mobilité de votre entreprise		
4947921	3		Animez la politique de mobilité de votre entreprise		
4947921	4		Mesurez l’efficacité de la politique de mobilité		
4432826	1		Orientez votre public dans les métiers du numérique		
4312781	1		Préparez-vous à apprendre		
4312781	2		Définissez votre stratégie d'apprentissage		
4312781	3		Créez votre plan d'apprentissage personnalisé		
4312781	4		Maximisez votre apprentissage		
4312781	5		Conclusion		
6692406	1		Explorez pourquoi les soft skills sont essentielles		
6692406	2		Autoévaluez vos soft skills		
6692406	3		Créez votre propre plan d’action		
6692406	4		Réalisez votre bilan de compétences soft skills		
5944991	1		Adoptez des premiers réflexes de productivité		
5944991	2		Organisez vos tâches		
5944991	3		Travaillez en équipe de façon plus efficace		
5944991	4		Automatisez certaines tâches répétitives		
4577696	1		Préparez votre intervention		
4577696	2		Entraînez-vous en conditions réelles		
4577696	3		Maîtrisez votre prestation le jour J		
3013891	1		Mobilisez les bonnes pratiques du design visuel		
3013891	2		Entraînez-vous au design de présentation		
4929676	1		Préparez votre écrit		
4929676	2		Lancez-vous dans la rédaction		
4929676	3		Finalisez votre écrit		
5164316	1		Trouvez votre place dans l'équipe		
5164316	2		Communiquez avec vos équipiers		
5164316	3		Organisez-vous pour booster votre performance grâce à votre équipe		
4727076	1		Faites le bon diagnostic de la situation de conflit		
4727076	2		Développez les compétences nécessaires à la résolution de conflits		
4727076	3		Traitez le conflit et gérez l'après-conflit		
5106001	1		Identifiez les moyens à votre disposition pour augmenter votre résilience		
5106001	2		Changez vos pratiques pour développer votre résilience		
6909446	1		Analysez comment le cerveau décide		
6909446	2		Abordez la décision de façon méthodique		
5166341	1		Faites le bon diagnostic de votre autonomie		
5166341	2		Équipez-vous des outils utiles au travail en autonomie		
5166341	3		Développez votre autonomie en travaillant avec les autres		
6911101	1		Stimulez votre créativité		
6911101	2		Utilisez la pensée divergente et convergente pour perfectionner votre créativité		
6911101	3		Appliquez des outils de pensée créative pour résoudre des problèmes au travail		
6510596	1		(Re)découvrez le sens du service		
6510596	2		Personnalisez vos relations		
6510596	3		Gérez des situations difficiles		
6836021	1		Prenez conscience des biais cognitifs		
6836021	2		Questionnez les situations grâce à votre esprit critique		
6836021	3		Déjouez les pièges de l’argumentation		
4421146	1		Préparez un atelier sur le fond et sur la forme		
4421146	2		Animez un brainstorming avec un groupe de participants		
4421146	3		Gérez la suite d'un atelier avec les parties prenantes		
6059131	1		Découvrez la supply chain		
6059131	2		Gérez l’activité avec la supply chain		
6059131	3		Faites évoluer la supply chain vers l’industrie du futur		
6059131	4		Pilotez la supply chain au quotidien		
5382991	1		Faites vos premiers pas en tant que responsable Amélioration continue		
5382991	2		Réussissez votre première démarche d'amélioration		
5382991	3		Analysez les impacts de l’industrie 4.0 sur l’amélioration continue		
5382991	4		Pilotez et déployez l'amélioration continue		
6020326	1		Découvrez une « mini-entreprise » dans l’entreprise : la maintenance		
6020326	2		Engagez votre entreprise dans des plans d’action ambitieux		
6020326	3		Analysez les impacts de l’industrie 4.0 sur la maintenance		
6020326	4		Pilotez et optimisez la fonction Maintenance		
6016141	1		Découvrez le service de production		
6016141	2		Utilisez les outils essentiels en production		
6016141	3		Mesurez l'impact de l'industrie du futur sur la production		
6016141	4		Pilotez le service Production au quotidien		
7779336	1		Découvrez la place fondamentale de l’entrepôt au sein de la Supply Chain		
7779336	2		Appréhendez les processus amont au cœur de la logistique		
7779336	3		Plongez dans les processus aval au cœur de la logistique		
7779336	4		Conclusion		
7170491	1		Tirez un maximum de ce cours		
