path_id	project_id	project_number	project_name	project_title	project_description	project_duration_hours	project_illustration	project_url
218	0	1		Validez une proposition de valeur claire	Lancez-vous dans la réalisation de vos premiers livrables indispensables pour valider votre proposition de valeur.	60		
218	0	2		Créez votre business plan 1/2	Créez les premiers éléments de votre business plan : votre équipe, votre plan marketing et votre plan d'actions commerciales.	40		
218	0	3		Créez votre business plan 2/2	Finalisez votre business plan en intégrant votre plan de financement, vos statuts d'entreprise et votre executive summary.	50		
218	0	4		Déployez vos actions marketing et commerciales	Créez vos supports marketing et commerciaux et allez à la rencontre de vos futurs clients, prestataires et partenaires.	70		
218	0	5		Pilotez votre activité	Gérez les tâches administratives et comptable de votre entreprise au quotidien et assurez-vous de sa performance.	50		
106	0	1		Démarrez votre formation de manager opérationnel	Vous embarquez sur un grand parcours d'apprentissage. Ce premier projet va vous y préparer !	20		
106	0	2		Analysez un positionnement et faites des recommandations stratégiques	Vous avez décroché un entretien pour rejoindre Blablacar. Montrez que vous connaissez ce secteur et pouvez faire des recommandations stratégiques adaptées à cette entreprise !	60		
106	0	3		Élaborez un tableau de bord financier pour une coopérative	Des salariés viennent de reprendre une entreprise en coopérative. Aidez-les à créer des indicateurs de performance pour réaliser un suivi financier efficace !	70		
106	0	4		Analysez le fonctionnement d'une équipe opérationnelle	Observez une équipe sur le terrain et concevez une nouvelle organisation pour un magasin, en réalisant toutes les étapes du recrutement !	70		
106	0	5		Agissez pour la qualité de vie au travail	Une entreprise connaît une amplification de l'absentéisme. On fait donc appel à vous pour proposer une démarche de prévention concrète, ainsi qu'une action de formation !	50		
106	0	6		Réalisez un plan d'action pour une démarche environnementale dans l'entreprise	Mettez en place une démarche environnementale dans votre entreprise, en impliquant tous les salarié·e·s, et en vous appuyant sur les instances représentatives du personnel !	60		
106	0	7		Positionnez-vous en tant que leader dans votre équipe	Un conflit a lieu entre deux membres de votre équipe. Il vous faut donc analyser la situation, préparer des entretiens pour gérer ce conflit et prévoir une évolution de l'organisation plus favorable au bien-être !	70		
106	0	8		Gérez la communication d'un projet associatif	Vous voulez créer une association pour favoriser le lien social autour du sport. À vous de créer une communication interne et externe adaptée à vos besoins, en vue de convaincre un investisseur anglophone !	80		
106	0	9		Créez et lancez votre restaurant	Vous souhaitez ouvrir votre propre crêperie. Assurez toutes les étapes de ce grand projet pour convaincre votre futur·e associé·e !	120		
106	0	10		Réalisez un stage de manager opérationnel !	Dans ce projet, réalisez un stage dans une organisation afin de mettre en pratique toutes les compétences vues en formation (stage d'au moins 12 semaines (66 jours) à temps plein sur une durée de 3 mois ou à temps partiel sur une durée de 3 à 6 mois).	420		
341	0	1		Découvrez le métier de commercial	Vous venez d'être embauché comme commercial. Préparez votre présentation personnelle et tenez-vous au courant des dernières techniques de vente pour démarrer !	40		
341	0	2		Préparez votre plan d'action commercial	Votre responsable souhaite que vous réalisiez un plan de développement des ventes, en analysant votre marché et en sourçant des prospects qualifiés, via différents canaux.	60		
341	0	3		Conduisez une prospection client efficace	Vous êtes à l'étape du contact avec le prospect. Votre objectif : obtenir un rendez-vous client ! Mettez en place une stratégie efficace et complétez votre CRM en fonction de vos avancées.	70		
341	0	4		Réalisez un premier rendez-vous client	Vous avez obtenu des rendez-vous commerciaux. Préparez-les en vous adaptant à chaque client, en anticipant les objections potentielles et assurez ainsi leur réussite !	80		
341	0	5		Négociez la signature d'un contrat	Vous avez obtenu un accord de principe de la part de votre client, mais ce n'est pas terminé ! Entrez dans le jeu des négociations et contractualisez un accord gagnant-gagnant.	70		
341	0	6		Entretenez votre relation client	Votre bilan mi-annuel arrive bientôt. C'est le moment de faire le point sur votre activité et votre portefeuille client. Explorez de nouvelles pistes pour établir la relation client sur le long terme.	80		
324	0	1		Prenez en main votre formation de Data Analyst	Dans notre monde en perpétuelle évolution, savoir apprendre est plus important que jamais. Prenez une posture d'apprenant actif et autonome afin de réussir ce parcours et votre future carrière.	10		
324	0	2		Faites une analyse des ventes pour un e-commerce	Choisissez les bons graphiques pour synthétiser votre analyse des ventes et générez des graphiques avec Excel.	60		
324	0	3		Créez et utilisez une base de données immobilière avec SQL	À partir des données de votre agence immobilière, concevez et créez une base de données, puis faites des requêtes SQL pour extraire certaines données.	70		
324	0	4		Réalisez une étude de santé publique avec R ou Python	Prenez en main le langage de votre choix entre R et Python pour analyser les données de la FAO sur la faim dans le monde.	90		
324	0	5		Optimisez la gestion des données d'une boutique avec R ou Python	Les données de cette entreprise sont mal organisées. Faites cohabiter les différents jeux de données pour effectuer l'analyse demandée.	80		
324	0	6		Analysez les ventes d'une librairie avec R ou Python	Vous avez accès à toutes les données de vente de votre client, une librairie. Répondez à leurs demandes en analysant les comportements d'achats.	100		
324	0	7		Analysez des indicateurs de l'égalité femme-homme avec Knime	Collectez les données des collaborateurs de votre entreprise en respectant le RGPD. Puis tirez-en les indicateurs de l'égalité homme-femme avec l'outil d'ETL Knime.	100		
324	0	8		Faites une étude sur l'eau potable avec Tableau	Créez des dashboards sur Tableau pour visualiser les données de l'accès à l'eau potable dans le monde pour votre ONG.	100		
324	0	9		Produisez une étude de marché avec R ou Python	Etudiez le marché de votre entreprise grâce à du clustering et une ACP pour faire des recommandations stratégiques.	80		
324	0	10		Détectez des faux billets avec R ou Python	Construisez un modèle de prédiction pour détecter des faux billets grâce à du clustering et de la régression logistique avec R ou Python.	110		
164	0	1		Définissez votre stratégie d'apprentissage	Vous embarquez sur un grand parcours d'apprentissage ! Équipez-vous des outils et des bonnes pratiques dont vous aurez besoin tout au long de vos cours et de vos projets.	10		
164	0	2		Analysez des données de systèmes éducatifs	"L'entreprise ""academy"" cherche à s'étendre à l'international. Dans ce premier projet, vous ferez des recommandations stratégiques à partir de données de systèmes éducatifs."	60		
164	0	3		Concevez une application au service de la santé publique	"L'agence ""Santé publique France"" a lancé un appel à projet autour des problématiques alimentaires. Vous proposerez une application basée sur des données nutritionnelles."	70		
164	0	4		Anticipez les besoins en consommation électrique de bâtiments	Pour atteindre son objectif de ville neutre en émissions de carbone en 2050, la ville de Seattle a besoin de vous. Votre mission ? Prédire la consommation électrique des bâtiments municipaux.	100		
164	0	5		Segmentez des clients d'un site e-commerce	Vous êtes consultant pour Olist, un site e-commerce brésilien. Les équipes marketing ont besoin de segmenter leurs clients pour optimiser les campagnes de communication.	70		
164	0	6		Classifiez automatiquement des biens de consommation	Votre entreprise cherche à lancer une place de marché e-commerce. Vous devrez tester la faisabilité d'un moteur de classification de biens de consommation.	100		
164	0	7		Implémentez un modèle de scoring	Au sein d'une société financière, vous allez développer et implémenter un modèle de scoring pour aider les équipes métiers à accorder un crédit à un client.	120		
164	0	8		Déployez un modèle dans le cloud	Votre startup AgriTech souhaite développer une application mobile permettant de détecter des fruits sur une photo. A vous d'industrialiser le modèle à grande échelle grâce aux outils du big data !	70		
148	0	1		Définissez votre stratégie d'apprentissage	Vous embarquez sur un grand parcours d'apprentissage ! Équipez-vous des outils et des bonnes pratiques dont vous aurez besoin tout au long de vos cours et de vos projets.	10		
148	0	2		Concevez une application au service de la santé publique	"L'agence ""Santé publique France"" a lancé un appel à projet autour des problématiques alimentaires. Vous proposerez une application basée sur des données nutritionnelles."	70		
148	0	3		Anticipez les besoins en consommation électrique de bâtiments	Pour atteindre son objectif de ville neutre en émissions de carbone en 2050, la ville de Seattle a besoin de vous. Votre mission ? Prédire la consommation électrique des bâtiments municipaux.	100		
148	0	4		Segmentez des clients d'un site e-commerce	Vous êtes consultant pour Olist, un site e-commerce brésilien. Les équipes marketing ont besoin de segmenter leurs clients pour optimiser les campagnes de communication.	70		
148	0	5		Catégorisez automatiquement des questions	Sur le site Stack Overflow, les utilisateurs posent des questions liées à l’informatique. Vous êtes en charge de développer un système permettant de tagger automatiquement les questions des utilisateurs.	60		
148	0	6		Classez des images à l'aide d'algorithmes de Deep Learning	Une association animalière souhaite automatiser l'identification de ses pensionnaires à partir de leurs photos. C'est l'occasion d'utiliser des modèles de Deep Learning, très performants pour classer des images !	120		
148	0	7		Développez une preuve de concept (option stage)	La Data Science évolue en permanence et vous devrez en suivre les développements. Dans ce projet libre, vous ferez une recherche sur l'état de l'art dans le but de développer une preuve de concept (POC).	30		
148	0	8		Participez à une compétition Kaggle !	Pour ce dernier projet, vos compétences de Data Scientist seront mises à l’épreuve… Vous participerez à la compétition Kaggle de votre choix. Que la force soit avec vous !	50		
64	0	1		Définissez votre stratégie d'apprentissage	Vous embarquez sur un grand parcours d'apprentissage ! Équipez-vous des outils et des bonnes pratiques dont vous aurez besoin tout au long de vos cours et de vos projets.	10		
64	0	2		Réalisez un apprentissage distribué	Vos collègues Data Scientists ont développé un algorithme de reconnaissance d’images révolutionnaire. Votre mission ? Adapter cet algorithme à une architecture de calculs distribués.	75		
64	0	3		Traitez des données en temps réel	Votre objectif ? Devenir riche, très riche même. Pour cela, vous savez que le Bitcoin offre de juteuses opportunités. Voyons voir si vous parvenez à extraire des données pertinentes pour arriver à vos fins !	70		
64	0	4		Analysez des données en batch	Le cabinet de recrutement Dan & Briggs chasse des experts dans tous les domaines. Ils font appel à vos services de freelance pour analyser leurs données. Pour cela vous devrez utiliser Wikipedia...	85		
64	0	5		Développez une architecture Big Data complète	Pour ce projet de synthèse, toutes vos compétences de Data Architect seront mises à l’épreuve. Nouveau chez Twitter, votre première mission est de créer un top 10 des sujets “tendances” en développant une architecture complète.	100		
64	0	6		Effectuez une veille technologique Big Data (option stage)	Vous arrivez au bout de ce parcours de formation. La communauté OpenClassrooms a été présente pour vous aider. À vous de lui rendre la pareille avec ce projet !	60		
188	0	1		Découvrez le métier d’Ingénieur IA	Votre entreprise du secteur bancaire souhaite améliorer l’expérience client à l’aide de chatbot. Vous êtes sélectionné pour lancer une expérimentation !	30		
188	0	2		Participez à un concours sur la Smart City	Ingénieur IA débutant, vous souhaitez vous entraîner en participant à un concours en ligne organisé par une ONG. L’objectif ? Contribuer au développement de la ville du futur !	60		
188	0	3		Préparez des données pour un organisme de santé publique	Un organisme de santé publique souhaite aider les agents à exploiter leurs données brutes.	80		
188	0	4		Construisez un modèle de scoring	Au sein d'une société financière, vous allez construire un modèle de scoring pour aider les équipes métiers à accorder un crédit à un client.	80		
188	0	5		Segmentez des clients d'un site e-commerce	Vous êtes consultant pour Olist, un site e-commerce brésilien. Les équipes marketing ont besoin de segmenter leurs clients pour optimiser les campagnes de communication.	70		
188	0	6		Améliorez le produit IA de votre start-up	Vous êtes Ingénieur IA pour un site qui référence des restaurants. Vous allez travailler sur une nouvelle fonctionnalité de collaboration du produit.	80		
188	0	7		Détectez les Bad Buzz grâce au Deep Learning	Vous êtes consultant IA dans un cabinet spécialisé en marketing digital. Votre client souhaite utiliser l’IA pour détecter les Bad Buzz en lien avec sa marque.	70		
188	0	8		Participez à la conception d'une voiture autonome	Votre entreprise conçoit des systèmes embarqués de vision par ordinateur pour les véhicules autonomes. Dans l’équipe projet, vous êtes responsable de la segmentation des images.	90		
188	0	9		Réalisez une application mobile de recommandation de contenu	Vous êtes CTO d’une start-up qui souhaite commercialiser un produit de recommandation de livres à ses clients. Vous souhaitez lancer une première version de l’application mobile.	80		
188	0	10		Développez un chatbot pour réserver des vacances	Votre entreprise de tourisme souhaite produire un chatbot pour aider ses clients à réserver un billet d’avion. C’est vous que l'on désigne pour développer ce chatbot !	100		
188	0	11		Réalisez le cadrage d’un projet IA	Dans quelques jours va se tenir le COMEX qui validera la roadmap produit de votre entreprise. Vous allez cadrer le projet afin de convaincre les dirigeants que votre produit possède un fort potentiel.	60		
97	0	1		Démarrez votre formation de UX Designer	Vous embarquez sur un grand parcours d'apprentissage. Ce premier projet va vous y préparer !	20		
97	0	2		Découvrez le métier de UX designer	Le UX Designer mobilise dans son quotidien l'approche centrée sur l'humain. Dans ce projet, vous travaillerez sur la personne que vous connaissez le mieux : vous-même !	50		
97	0	3		Menez une étude utilisateurs	Une marque multinationale vous sollicite pour mener une étude sur la façon dont les gens boivent du café. Dans ce projet, vous réaliserez cette étude en utilisant plusieurs méthodologies de recherche !	120		
97	0	4		Interprétez des données analytiques	Aidez une association ou une entreprise en analysant leurs données de navigation, pour améliorer l'expérience de leurs utilisateurs !	80		
97	0	5		Améliorez l'ergonomie d'un site internet de vacances	Réalisez un test d'utilisabilité sur un site internet, pour améliorer son ergonomie.	80		
97	0	6		Préparez et animez un atelier de co-conception	Organisez un atelier de design-thinking sur l'expérience utilisateur d'un voyage en train !	60		
97	0	7		Prototypez une application mobile	Organisez les fonctionnalités d'une application mobile de façon simple en créant des wireframes.	100		
97	0	8		Définissez une promesse de service	Accompagnez une école de cuisine qui souhaite développer son activité en étudiant l'expérience utilisateur dans son ensemble.	60		
97	0	9		Faites évoluer un service existant	Vous avez déjà audité un site internet. Il est désormais temps de mettre en application les recommandations que vous avez définies !	100		
97	0	10		Créez votre portfolio UX	Vous avez réalisé plusieurs projets UX. Prenez du recul et créez un portfolio pour promouvoir votre travail au sein de la communauté UX !	80		
322	0	1		Prenez en main votre formation Python	Dans ce monde en évolution, il est plus important que jamais d'apprendre à apprendre. Devenez un apprenant actif et autonome, donnez-vous toutes les chances de réussir votre formation et de construire votre future carrière.	8		
322	0	2		Utilisez les bases de Python pour l'analyse de marché	Vous travaillez comme analyste marketing dans une librairie en ligne. Vous voulez suivre les prix de vos concurrents. Utilisez Python pour accomplir cette mission !	50		
322	0	3		Designez une application Python adaptée aux besoins d'un client	Une association du secteur de l’éducation a fait appel à votre agence pour développer son application Python. Définissez clairement les besoins du client et prototypez la solution technique !	60		
322	0	4		Développez un programme logiciel en Python	Une organisation locale a besoin d'aide pour gérer ses événements. C'est à vous d'en rédiger le nouveau programme. Il est temps de mettre à profit vos nouvelles compétences en matière de développement de logiciels Python !	60		
322	0	5		Testez votre maîtrise du langage Python	Testez vos compétences dans le langage de programmation Python avant de continuer.	1		
322	0	6		Développez une interface utilisateur pour une application web Python	Passionné de cinéma et d’informatique, vous décidez de mettre vos compétences au service d’une association pour développer une application web permettant de visualiser en temps réel les films les mieux notés du 7ème art. Une belle occasion de vous plonger	40		
322	0	7		Résolvez des problèmes en utilisant des algorithmes en Python	Vous avez rejoint une société financière et êtes chargé(e) de rendre les programmes d'investissement plus compétitifs. Concevez un algorithme en Python pour maximiser les profits des clients !	60		
322	0	8		Testez votre maîtrise des algorithmes en Python	Testez vos compétences en matière de résolution de problèmes algorithmiques avant de continuer.	1		
322	0	9		Développez une application Web en utilisant Django	Vous venez d'être engagé(e) comme développeur(se) Python principal(e) dans une nouvelle start-up. Utilisez le puissant framework Django pour faire de leur premier produit numérique une réalité !	120		
322	0	10		Créez une API sécurisée RESTful en utilisant Django REST	Approfondissez votre maîtrise de Django avec le framework Django REST : créez et documentez une API RESTful conforme aux normes de sécurité OWASP et RGPD.	80		
322	0	11		Améliorez une application Web Python par des tests et du débogage	Améliorez une application Flask en corrigeant des erreurs et en ajoutant des fonctionnalités à l'aide du test-driven design ou TDD. Vous devez bien connaître votre application, vous risquez d'être confronté(e) à des demandes de dernière minute !	100		
322	0	12		Développez une architecture back-end sécurisée en utilisant Django ORM	Sauvez votre entreprise de gestion d'événements d'un désastre en matière de relations publiques ! Développez une architecture back-end sécurisée. Utilisez Django REST pour fournir un logiciel de gestion de la relation client (CRM).	80		
322	0	13		Mettez à l'échelle une application Django en utilisant une architecture modulaire	Votre nouvel employeur s'appuie sur un site web Django instable, qui présente une dette technique importante. À vous d'améliorer son architecture et son déploiement, et de mettre en place un système de suivi du code !	140		
185	0	1		Prenez en main votre formation de développeur web	Dans notre monde en perpétuelle évolution, savoir apprendre est plus important que jamais. Prenez une posture d'apprenant actif et autonome afin de réussir ce parcours et votre future carrière.	20		
185	0	2		Transformez une maquette en site web	Démarrez sur HTML et CSS en intégrant la page Web de Reservia, une plateforme de réservation de vacances.	90		
185	0	3		Dynamisez une page web avec des animations CSS	Implémentez la version mobile d'un site de foodtech avec des animations CSS.	70		
185	0	4		Optimisez un site web existant	Faites passer le site web de votre entreprise en tête des résultats Google grâce à la mise en place de bonnes pratiques de SEO.	30		
185	0	5		Construisez un site e-commerce	Créez le MVP d'un site e-commerce en utilisant JavaScript pour convaincre de futurs investisseurs de miser sur votre entreprise !	90		
185	0	6		Construisez une API sécurisée pour une application d'avis gastronomiques	Créez le backend et l'API d'une application d'avis gastronomiques en utilisant les technologies OWASP, Node.js, MongoDB et Express.	50		
185	0	7		Créez un réseau social d’entreprise	Créez le réseau social d'une entreprise et manipulez des bases de données SQL.	50		
169	0	1		24h dans la vie d'un développeur Salesforce	Apprenez en davantage sur les professionnels qui déploient les solutions Salesforce. Découvrez votre parcours et mettez en place votre planning de formation.	20		
169	0	2		Mettez à jour l'application Digit Learning	Mettez-vous dans la peau d’un consultant Salesforce. Analysez les performances d’une solution existante et améliorez-la. Pas besoin de coder !	50		
169	0	3		Créez une solution Salesforce pour Tours For Life	Aidez une entreprise à fidéliser et suivre ses clients avec Salesforce. Proposez-lui la solution technique adaptée à ses besoins. Pas besoin de coder !	70		
169	0	4		Débuggez une application Java	Vous avez été embauché pour terminer l’application d’un autre développeur. Êtes-vous prêt à traquer des bugs et faire passer tous les tests au vert ? C’est parti !	55		
169	0	5		Testez l'implémentation d'une nouvelle fonctionnalité Java	Les tests d'une application ne sont pas valides. Votre mission : complétez le code pour faire passer les tests au vert ! Vous devrez aussi coder une fonctionnalité et écrire son test.	60		
169	0	6		Créez une interface utilisateur pour votre application	Proposez une expérience utilisateur optimale en construisant l’interface de votre application avec HTML, CSS et JavaScript.	95		
169	0	7		Migrez une application Visualforce vers Lightning	Aidez une société de construction à améliorer sa relation client en migrant son CRM Visualforce vers Lightning.	90		
169	0	8		Créez une application Lightning	L’un des pôles régionaux d’une société de Télécom dispose d’une application client qui n’est plus adaptée à ses besoins actuels. À partir de l’audit de la situation, imaginez les fonctionnalités à développer et les tests à mener.	90		
169	0	9		Optimisez un backend Apex	Utiliser vos nouvelles compétences Apex en adaptant une application Salesforce existante aux besoins d'un client.	40		
169	0	10		Concevez un prototype de backend Apex	Vous êtes maintenant prêts à passer au niveau supérieur : concevez un modèle de données et l’architecture technique d’une application Salesforce. Sécurisez ensuite votre application de brèches potentielles.	30		
169	0	11		Créez un backend Apex	Prêt à transformer vos idées en application ? Implémentez l’application pensée par l’architecte système selon les standards Salesforce.	60		
169	0	12		Déployez votre application Salesforce avec Heroku	Votre entreprise est en pleine croissances Les applications que vous utilisez ont désormais besoin de partager et de recevoir des données du monde entier. Ajoutez une nouvelle dimension à votre application en la faisant interagir avec des services web.	90		
168	0	1		24h dans la vie d'un développeur mobile	Vous embarquez sur un grand parcours d'apprentissage ! Équipez-vous des outils et des bonnes pratiques dont vous aurez besoin tout au long de vos cours et de vos projets.	30		
168	0	2		Analysez les tests de l’application MagIC GitHub	Avez-vous déjà rêvé de devenir un véritable sapeur-pompier ? Montez dans votre camion, allumez les sirènes et faites en sorte que les tests de cette application passent tous au vert !	50		
168	0	3		Développez une nouvelle fonctionnalité pour l'application Entrevoisins et testez-la	Vous avez rejoint une start-up qui développe une application de partage de services innovants. Ajoutez votre pierre à l'édifice en développant une nouvelle fonctionnalité et testez-la.	70		
168	0	4		Créez une application de gestion de réunions	Votre lead dev vous demande de développer une application de A à Z. Prêt à relever ce nouveau défi ? À vos claviers.	110		
168	0	5		Délivrez une application mobile en production	L'application de votre client fonctionne parfaitement bien. Cependant, lors d'une rotation de l'écran ou d'un redémarrage de votre application, les données disparaissent... Remédiez à ce problème grâce à SQLite !	110		
168	0	6		Analysez les besoins de votre client pour son groupe de pizzerias	Un client vous sollicite pour créer un système de gestion des commandes pour ses pizzerias. À vous d'analyser ses besoins et d'élaborer les spécifications fonctionnelles du futur système.	80		
168	0	7		Trouvez un restaurant pour déjeuner avec vos collègues	Vous ne savez jamais où aller déjeuner ni quels sont les collègues motivés à se joindre à vous ? Avec l'application Go4Lunch, vous allez passer de super moments avec vos collègues !	100		
168	0	8		Concevez la solution technique d’un système de gestion de pizzeria	Un client souhaite créer un système de gestion pour ses pizzerias afin d'optimiser ses commandes. Vous devez modéliser le domaine fonctionnel et concevoir une solution technique adaptée à son besoin.	80		
168	0	9		Devenez un as de la gestion immobilière	Développez une application de gestion immobilière permettant aux agents de travailler efficacement avec leur tablette ou leur smartphone.	100		
168	0	10		Documentez votre système de gestion de pizzeria	Le système de gestion du groupe de pizzerias est en production. Rédigez sa documentation comprenant un dossier de conception fonctionnelle, un dossier de conception technique, un dossier d'exploitation et un PV de livraison finale.	20		
314	0	1		Prenez en main votre formation front-end	Dans notre monde en perpétuelle évolution, savoir apprendre est plus important que jamais. Prenez une posture d'apprenant actif et autonome afin de réussir ce parcours et votre future carrière.	8		
314	0	2		Transformez une maquette en site web	Démarrez sur HTML et CSS en intégrant la page Web de Reservia, une plateforme de réservation de vacances.	90		
314	0	3		Dynamisez une page web avec des animations CSS	Implémentez la version mobile d'un site de foodtech avec des animations CSS.	70		
314	0	4		Créez une landing page avec Javascript	Démarrez le Javascript avec le site de GameOn, une entreprise de gaming. Dans ce premier projet de code, vous apprendrez à programmer avec Javascript depuis zéro.	30		
314	0	5		Testez vos compétences : les langages du Web	Faites le point sur votre avancée en HTML, CSS et JavaScript avec des exercices interactifs pour vous entraîner.	1		
314	0	6		Créez un site accessible pour une plateforme de photographes	Allez plus loin en Javascript avec Fisheye, cette application de photographes freelances. Portez une attention toute particulière au fait de rendre cette application accessible à tous.	70		
314	0	7		Développez un algorithme de recherche en JavaScript	Implémentez un algorithme de recherche de recettes de cuisines pour le site Les Petits Plats grâce à des outils et méthodes avancées de Javascript ainsi que Bootstrap pour l'interface.	90		
314	0	8		Testez vos compétences : les algorithmes en JavaScript	Faites le point sur votre avancée en JavaScript et l'utilisation des algorithmes avec des exercices interactifs pour être prêts pour les entretiens techniques.	1		
314	0	9		Débuggez et testez un SaaS RH	L'application de gestion de notes de frais Billed est pleine de bugs. Corrigez le code et implémentez des tests unitaires et d'intégration pour que ce ne soit plus le cas.	60		
314	0	10		Définissez les besoins pour une app de soutien scolaire	Définissez les besoins pour votre nouveau client, une association de soutien scolaire. Vous utiliserez les outils agiles comme les User Stories.	50		
314	0	11		Développez une application Web avec React et React Router	Implémentez le front end de Kasa, une application de location de logements. Mettez en place des composants avec React et les routes de l'application avec React Router.	60		
314	0	12		Développez un tableau de bord d'analytics avec React	Intégrez des graphiques et des diagrammes avec React pour SportSee, un tableau de bord d'analytics de sport. Vous utiliserez une API pour récupérer les données.	60		
314	0	13		Utilisez une API pour un compte utilisateur bancaire avec React	Remede Agency a besoin de vous pour compléter le code de leur site. Vous écrirez des appels à l'API REST pour connecter le front au back et vous modéliserez une API.	100		
314	0	14		Faites passer une librairie jQuery vers React	Participez à la conversion de HRnet vers React. Vous allez transformer un plugin jQuery du site en React, vous pourrez même choisir celui que vous voudrez !	110		
69	0	1		Définissez votre stratégie d'apprentissage	Vous embarquez sur un grand parcours d'apprentissage ! Équipez-vous des outils et des bonnes pratiques dont vous aurez besoin tout au long de vos cours et de vos projets.	10		
69	0	2		Intégrez la communauté OpenClassrooms !	Il est temps de vous présenter aux autres élèves ! Apprenez à utiliser les outils de versionning Git et GitHub tout en intégrant la communauté OpenClassrooms.	10		
69	0	3		Créez votre premier jeu vidéo avec Swift !	Dans ce projet, nous allons concevoir un prototype de jeu de combat entre personnages avec Swift. La Programmation Orientée Objet n'aura plus de secret pour vous !	100		
69	0	4		Développez Instagrid : une application de montage photo !	Un agence de design fait appel à vous pour finaliser l'application de montage photo Instagrid. Développez la solution qui répondra à ses attentes !	80		
69	0	5		Améliorez une application existante	Vous venez à la rescousse d'un projet déjà lancé. À vous de jouer pour améliorer la qualité de l'application existante. Vous y ajouterez également des tests pour vous assurer de sa robustesse.	50		
69	0	6		Analysez les besoins de votre client pour son groupe de pizzerias	Un client vous sollicite pour créer un système de gestion des commandes pour ses pizzerias. À vous d'analyser ses besoins et d'élaborer les spécifications fonctionnelles du futur système.	80		
69	0	7		Concevez la solution technique d’un système de gestion de pizzeria	Un client souhaite créer un système de gestion pour ses pizzerias afin d'optimiser ses commandes. Vous devez modéliser le domaine fonctionnel et concevoir une solution technique adaptée à son besoin.	80		
69	0	8		Documentez votre système de gestion de pizzeria	Le système de gestion du groupe de pizzerias est en production. Rédigez sa documentation comprenant un dossier de conception fonctionnelle, un dossier de conception technique, un dossier d'exploitation et un PV de livraison finale.	20		
69	0	9		Réalisez une application de voyage	Créez une application complète avec une navigation simple entre plusieurs pages. Proposez des fonctionnalités utiles à tous les voyageurs !	80		
69	0	10		Créez l’application Reciplease… pour de bons petits plats !	Vous ne savez pas quoi cuisiner ce soir ? Fini l'angoisse du repas. Développez l'application Reciplease pour dénicher la bonne recette !	80		
69	0	11		Effectuez un stage ou construisez une veille technologique	Pour ce projet, vous pouvez effectuer un stage en entreprise ou choisir de construire votre outil de veille technologique !	10		
69	0	12		Réalisez un projet libre à impact social	Le projet que vous attendiez tous, le projet libre ! Contribuez à votre écosystème en créant l'application à vocation sociale de votre choix ! Retroussez vos manches pour la bonne cause !	150		
191	0	1		Démarrez votre formation de Développeur d'application Java	Prêts à vous lancer dans votre formation ? Démarrez par une veille technologique et l'intégration d'une maquette simple de page HTML pour votre CV en ligne.	40		
191	0	2		Débuggez une application Java	Vous avez été embauché pour terminer l’application d’un autre développeur. Êtes-vous prêt à traquer des bugs et faire passer tous les tests au vert ? C’est parti !	55		
191	0	3		Identifiez les besoins de votre client pour concevoir l'application de ses rêves	Concevez une application en répondant correctement aux demandes de votre client. Vous allez créer des User Stories et des spécifications techniques avec le Domain Driven Design.	65		
191	0	4		Testez l'implémentation d'une nouvelle fonctionnalité Java	Les tests d'une application ne sont pas valides. Votre mission : complétez le code pour faire passer les tests au vert ! Vous devrez aussi coder une fonctionnalité et écrire son test.	60		
191	0	5		Créez votre première application web avec Spring Boot	Implémentez une fonctionnalité d'alerte pour une application de premiers secours avec le framework Spring Boot. Vous utiliserez les bonnes pratiques de code comme SOLID et les pyramides de tests.	120		
191	0	6		Concevez une application web Java de A à Z	Créez votre première application Java connectée de manière sécurisée à une base de données. Vous utiliserez un diagramme UML pour concevoir l'architecture de votre application.	130		
191	0	7		Transformez votre backend en API pour rendre votre application plus flexible	Utilisez une API REST pour moderniser le backend de votre application. Vous rédigerez aussi des tests pour assurer son fonctionnement à chaque déploiement.	100		
191	0	8		Améliorez votre application avec des systèmes distribués	Une agence de voyage vous demande d'adapter son application monolithique pour la faire évoluer plus facilement. À vous de la transformer en éléments découplés.	100		
191	0	9		Développez une solution en microservices pour votre client	Utilisez les bases de données NoSQL pour structurer les données d'une application en microservices. Travaillez en mode agile pour avancer au mieux sur votre projet.	130		
59	0	1		Définissez votre stratégie d'apprentissage	Vous embarquez sur un grand parcours d'apprentissage ! Équipez-vous des outils et des bonnes pratiques dont vous aurez besoin tout au long de vos cours et de vos projets.	10		
59	0	2		Intégrez un thème Wordpress pour un client	Votre nouveau client, une agence immobilière de montagne, a besoin d'un site web pour présenter les chalets qu'elle vend. Vous allez utiliser Wordpress pour créer son site !	80		
59	0	3		Analysez les besoins de votre client pour son festival de films	En tant que développeur, on vous demande souvent de lister les fonctionnalités dont a besoin le client et de proposer une solution technique adaptée. Vous devez donc sélectionner la solution qui vous semble la plus à même de répondre à son besoin !	80		
59	0	4		Concevez la solution technique d'une application de restauration en ligne, ExpressFood	Utilisez vos connaissances en UML et MySQL pour imaginer et concevoir l'architecture de la base de donnée d'une application de restauration !	100		
59	0	5		Créez votre premier blog en PHP	Développez votre première application web avec PHP et MySQL, et offrez-vous une visibilité intéressante sur le web.	130		
59	0	6		Développez de A à Z le site communautaire SnowTricks	Mettez en pratique ce que vous avez appris pour développer le site communautaire pour snowboaders de Jimmy Sweat. Vous utiliserez le framework Symfony pour développer cette application web.	120		
